,state,name,zip,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
2636,FL,ACTIVA HOME HEALTH,33426,True,True,True,True,True,True,4.5,99.1,99.1,100.0,98.6,80.0,80.6,98.3,77.5,78.1,82.1,82.6,79.7,77.8,13.1,11.0,2,1
2637,FL,AGRAMONTE HOME CARE CORP,33176,True,True,True,True,True,True,3.0,98.4,98.8,99.8,99.5,40.4,34.4,99.6,74.9,59.0,79.0,91.3,63.0,55.3,18.9,12.2,2,2
2638,FL,ALDESI OF FLORIDA INC,33125,True,True,True,False,True,True,3.5,98.8,100.0,97.9,100.0,55.7,54.4,100.0,82.3,62.4,92.1,96.4,42.0,33.8,20.7,5.3,0,0
2639,FL,AVIDITY HOME HEALTH,33912,True,True,True,True,True,True,5.0,98.9,99.3,100.0,92.2,85.2,84.5,99.0,84.5,85.4,88.9,85.4,91.6,79.1,13.7,12.4,1,2
2640,FL,BETLIFE HEALTHCARE CORP,33186,True,True,True,True,True,True,4.0,93.5,100.0,100.0,100.0,58.3,88.5,100.0,76.8,74.5,91.4,100.0,44.8,41.0,13.8,5.1,0,0
2641,FL,GREYSTONE HOME HEALTHCARE,32159,True,True,True,True,True,True,4.0,95.3,99.9,99.9,99.6,83.5,84.1,99.6,75.7,72.9,77.6,74.1,77.8,65.7,15.0,8.1,2,2
2642,FL,CARESOUTH HOME HEALTH,32424,True,True,True,True,True,True,3.5,94.7,93.5,99.9,100.0,76.6,80.7,97.5,72.4,71.3,72.7,79.6,76.8,57.7,16.2,15.6,2,1
2643,FL,BETTER LIFE HOME HEALTH,34491,True,True,True,True,True,True,5.0,93.9,100.0,98.4,98.1,92.3,95.1,100.0,81.9,81.9,81.7,79.8,95.1,78.8,10.8,13.0,2,1
2644,FL,ASUNCION HOME HEALTH CARE CORP,33184,True,True,True,False,False,True,,87.5,100.0,,81.0,,37.5,,,,,,,,,,0,0
2645,FL,BEATRIZ HOME HEALTH CARE INC,33140,True,True,True,True,True,True,2.5,89.3,100.0,100.0,98.4,29.2,18.8,100.0,57.4,45.7,48.8,85.5,36.0,33.9,16.3,8.4,2,2
2646,FL,HARMONY HOMES OF MIAMI INC,33155,True,True,True,True,True,True,4.0,96.4,93.7,98.5,96.9,47.0,50.2,97.1,84.7,81.3,88.5,91.7,94.8,66.4,14.4,11.2,2,2
2647,FL,PROFESSIONAL SOLUTIONS HOME HEALTH AGENCY INC,33126,True,True,True,True,True,True,,96.9,100.0,100.0,100.0,,78.1,,,,67.3,,,,,,2,2
2648,FL,WORLD HOME CARE SERVICES CORP,33175,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
2649,FL,"ELDER'S CHOICE, INC.",33406,True,True,True,True,True,True,4.5,99.3,99.6,100.0,100.0,60.1,85.7,100.0,77.7,73.6,95.2,92.4,91.1,92.0,14.6,7.0,2,2
2650,FL,MARILU HOME HEALTH CARE INC,33014,True,True,True,False,False,True,3.5,97.1,97.1,100.0,100.0,,,100.0,90.6,81.4,100.0,94.8,21.9,39.5,16.8,13.3,0,0
2651,FL,MARTINS FLORIDA ELDER CARE INC,33166,True,True,True,False,False,True,2.5,98.8,92.0,99.2,89.1,49.5,41.3,98.9,65.2,63.1,53.1,78.8,51.1,45.4,15.1,8.2,0,0
2652,FL,NEW CARE HOME HEALTH AGENCY INC,33165,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
2653,FL,ACHIEVE HOME CARE LLC,33618,True,True,True,True,True,True,4.0,97.6,98.1,99.6,99.3,70.2,66.1,93.5,83.3,78.8,74.3,84.1,83.3,71.1,12.7,11.4,2,2
2654,FL,DADE KENDALL HOME HEALTHCARE SERVICES INC,33186,True,True,True,True,False,True,,,,,,,,,,,,,,,,,2,2
2655,FL,AMERICAN SENIORS ASSOCIATION INC,33602,True,True,False,False,True,False,,,,,,,,,,,,,,,,,0,0
2656,FL,YFS HOME HEALTH CARE INC,33165,True,True,True,False,True,True,5.0,100.0,100.0,100.0,100.0,99.2,99.0,100.0,100.0,94.6,100.0,94.8,98.2,91.5,17.5,10.7,0,0
2657,FL,"ALLSTAR HOME HEALTH CARE, INC",33172,True,True,True,True,True,True,4.5,100.0,99.5,100.0,99.5,50.5,,97.2,100.0,74.1,96.9,100.0,80.1,42.4,13.1,7.9,0,0
2658,FL,ALPHA HOME HEALTH AGENCY CORP,33175,True,True,True,False,False,True,5.0,100.0,99.5,100.0,100.0,98.8,34.7,98.8,100.0,89.1,100.0,100.0,100.0,46.2,15.5,6.1,2,2
2659,FL,COMPREHENSIVE HOME CARE OF NORTHWEST FLORIDA INC,32566,True,True,False,False,False,False,,,,,,,,,,,,,,,,,0,0
2660,FL,MAXIMUM HOME HEALTH CARE INCORPORATED,33763,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2661,FL,T & A HOME HEALTH CARE INC,33014,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2662,FL,"HOMEWOOD HOME HEALTH, LLC",33066,True,True,True,True,True,True,4.0,99.0,97.9,100.0,100.0,82.6,72.2,96.9,69.0,73.1,88.6,85.4,78.0,43.7,16.0,9.4,0,0
2663,FL,HOUSE CALL HOME HEALTH AGENCY CORP,33033,True,True,True,True,True,True,4.0,99.1,99.1,100.0,100.0,65.9,81.3,100.0,77.1,82.3,56.6,98.6,99.0,26.6,12.7,9.3,0,0
2664,FL,MDT HOME HEALTH CARE AGENCY INC,33155,True,True,True,True,True,True,2.0,82.4,,96.7,,56.6,,91.7,40.5,30.1,39.2,64.2,56.4,29.3,8.3,11.8,0,0
2665,FL,PRINCESS HOME HEALTH AGENCY INC,33172,True,True,True,False,True,True,4.0,99.5,96.4,100.0,98.5,,41.6,94.0,84.8,73.0,80.6,100.0,,19.4,11.5,6.5,0,0
2666,FL,WONDERFUL CARE HOME HEALTH INC,33155,True,True,True,False,True,True,4.0,96.8,100.0,100.0,100.0,69.7,88.5,100.0,71.5,67.3,99.9,88.8,51.3,74.9,11.7,5.0,0,0
2667,FL,"COMMUNITY CARE PROVIDERS, INC.",33024,True,True,True,True,True,True,5.0,98.1,100.0,100.0,100.0,93.2,97.1,100.0,85.5,96.1,95.8,99.1,95.1,73.2,10.1,14.4,2,2
2668,FL,FIRST START HOME HEALTH CARE INC,33176,True,True,True,True,True,True,4.5,100.0,100.0,98.8,100.0,49.4,58.2,100.0,85.6,66.0,89.4,100.0,70.2,41.8,9.7,8.5,0,0
2669,FL,KAERBEAR'S HEALTHCARE LLC,33441,True,True,True,False,False,True,,,,,,,,,,,,,,,,,0,0
2670,FL,THE LAKES HOMEHEATLH CORP,33016,True,True,True,False,True,True,3.0,95.2,97.6,97.5,100.0,34.5,28.6,92.3,69.5,32.6,77.0,94.6,73.9,,16.7,18.2,0,0
2671,FL,"ALL COUNTY HEALTH CARE, INC",33319,True,True,True,True,True,True,4.5,95.8,98.4,100.0,99.5,79.1,79.8,100.0,78.1,72.1,87.5,99.8,88.7,68.0,13.0,6.9,2,2
2672,FL,"CARING FOR HEALTH HOME CARE, INC",33018,True,True,True,False,True,True,4.5,98.2,100.0,99.0,100.0,85.5,86.5,100.0,93.6,73.3,86.0,90.7,85.9,35.5,17.6,7.9,2,2
2673,FL,1ST HOME HEALTH CARE INC,33155,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2674,FL,FLORIDA NURSES HOME HEALTH AGENCY INC,33161,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2675,FL,"HEALTHMAX HOME CARE SERVICES, INC",33016,True,True,True,False,False,True,4.0,94.7,94.4,100.0,100.0,44.4,55.6,100.0,89.9,71.6,92.4,99.2,,84.2,13.6,0.3,0,0
2676,FL,INTEGRITY HEALTH SERVICES,33126,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2677,FL,OCHA HOME HEALTH SERVICES CORP,33134,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2678,FL,VENNUS HOME HEALTH INC,33174,True,True,True,True,True,True,5.0,100.0,100.0,97.4,99.6,89.9,85.7,98.8,92.6,82.1,100.0,100.0,94.4,93.8,12.9,8.8,0,0
2679,FL,M A R G HOME HEALTH CARE LLC,33175,True,True,True,True,True,True,4.5,95.5,99.6,100.0,100.0,57.7,83.0,100.0,86.9,80.6,96.2,99.8,76.8,58.2,12.4,10.8,0,0
2680,FL,ALPHA HOME CARE SERVICES LLC,33919,True,True,False,True,True,True,4.5,96.7,95.4,99.7,97.9,85.8,95.0,97.0,85.4,78.7,86.6,87.2,84.9,73.5,14.8,12.4,1,2
2681,FL,TRILOGY HOME HEALTHCARE,34986,True,True,True,True,True,True,3.5,96.1,96.4,99.6,98.7,53.0,64.9,89.2,75.9,73.3,77.5,78.9,76.9,68.7,16.1,10.6,2,2
2682,FL,"BROWARD NURSING CARE, INC.",33314,True,True,True,True,True,True,3.0,97.9,99.4,100.0,99.4,58.6,61.8,93.8,70.1,66.9,75.4,67.5,55.8,54.1,16.2,8.2,2,2
2683,FL,"ORTHOPAEDIC HOME HEALTH AND REHABILITATION, INC",33411,True,True,False,False,False,False,3.0,,96.4,100.0,96.3,100.0,81.5,,62.5,68.4,67.4,51.6,69.0,,,,0,0
2684,FL,SL ASKLEPIOS HOME HEALTH INC,33183,True,True,True,True,True,True,4.0,98.8,98.8,100.0,100.0,45.4,24.9,100.0,87.6,67.3,83.6,95.8,51.9,19.7,9.6,7.7,0,0
2685,FL,ASCENDI HOME HEALTH AGENCY INC,33155,True,True,True,True,True,True,4.0,100.0,100.0,100.0,100.0,84.0,81.6,,86.7,64.7,85.3,99.3,42.2,52.6,13.1,4.4,0,0
2686,FL,HOME HEALTH SOLUTIONS CORP,33166,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2687,FL,MD NURSING CORP,33183,True,True,True,True,True,True,3.5,93.2,100.0,100.0,100.0,,58.1,100.0,90.8,52.4,75.9,94.5,,41.1,24.2,4.6,0,0
2688,FL,ADVANCE CARE HOME HEALTH AGENCY INC,33990,True,True,True,False,False,True,3.0,80.3,97.4,99.4,94.3,55.6,37.5,96.8,80.7,59.4,81.4,85.7,57.3,66.4,16.3,14.3,2,2
2689,FL,ANGELS TOUCH HOME HEALTH INC,33183,True,True,True,True,False,True,5.0,98.4,98.4,100.0,88.7,93.0,100.0,98.0,92.8,79.2,98.4,100.0,100.0,70.8,16.5,15.0,2,2
2690,FL,MORSELIFE HOME CARE,33417,True,True,True,True,True,True,3.5,97.8,99.3,99.7,99.1,82.5,76.7,90.9,68.4,70.8,68.3,68.1,72.8,58.6,12.7,9.7,2,2
2691,FL,"NURSING SERVICES 4 YOU, CORP",33186,True,True,True,False,True,True,2.0,98.7,99.3,99.7,99.6,,,96.5,64.9,49.7,43.7,69.1,20.8,42.0,19.1,8.8,0,0
2692,FL,ALL WAYS HOME CARE INC,33176,True,True,True,True,True,True,2.0,93.6,,,94.9,18.7,26.0,84.0,58.7,65.8,58.5,69.1,47.9,49.1,13.3,16.2,2,1
2693,FL,"CARE ON CALL HOME HEALTHCARE, INC.",33334,True,True,True,True,True,True,3.0,97.7,97.7,100.0,99.2,84.9,67.7,100.0,58.6,57.0,67.5,77.1,54.6,53.6,15.7,11.7,1,2
2694,FL,AMEDISYS HOME HEALTH,33765,True,True,True,True,True,True,4.0,97.9,99.1,96.2,94.0,79.6,69.4,96.4,74.0,75.8,77.9,78.9,84.2,72.7,16.7,8.9,1,2
2695,FL,LONG LIFE HOME CARE INC,33185,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2696,FL,WEST FLORIDA HEALTH HOME CARE HERNANDO,34601,True,True,True,True,True,True,4.5,99.1,99.7,99.4,93.7,76.3,79.3,100.0,77.6,83.9,89.0,84.4,82.0,78.7,15.2,5.5,2,2
2697,FL,METRO DADE HOME HEALTH INC,33122,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2698,FL,"COMPASSIONATE CARING HOME CARE, INC",33317,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2699,FL,HIGH STANDARD HEALTH SERVICES INC,33176,True,True,True,True,True,True,2.5,99.8,97.5,99.7,99.8,,,98.1,66.1,47.2,68.0,70.0,55.2,38.0,17.8,12.6,1,2
2700,FL,MARIA HOME HEALTH SERVICES INC,32822,True,True,True,True,True,True,,,,,,,,,,,,,,,14.3,12.1,3,2
2701,FL,MOBILE PERSONAL SERVICES INC,34652,True,True,True,True,True,True,2.5,81.2,97.6,99.8,97.0,65.1,62.1,95.8,61.5,61.3,72.0,62.3,76.2,53.8,,,0,0
2702,FL,"HEAVENLY HOME HEALTH AGENCY, CORP",33018,True,True,True,True,True,True,5.0,100.0,100.0,100.0,100.0,86.5,51.3,,100.0,81.8,97.2,100.0,54.1,,,,0,0
2703,FL,P & M HOME HEALTH SERVICES LLC,33351,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2704,FL,"ACTIVE HOME HEALTH CARE SERVICES, LLC",33406,True,True,True,True,True,True,4.5,98.3,99.3,98.8,90.8,69.3,77.8,100.0,77.6,91.3,83.8,92.3,82.8,70.4,12.4,13.8,2,2
2705,FL,COMMUNITY THERAPY HOME CARE INC,33781,True,True,True,True,True,True,3.0,89.6,97.8,96.4,94.4,71.8,85.0,97.3,66.9,62.7,68.3,83.2,78.1,67.5,18.0,11.0,2,2
2706,FL,ML HOME CARE INC,33125,True,True,True,False,False,True,4.0,97.9,95.2,,97.9,35.5,41.0,,85.1,64.1,90.6,100.0,94.5,73.4,16.1,12.1,0,0
2707,FL,S E T HOME HEALTH,34429,True,True,True,True,True,True,4.5,99.0,100.0,100.0,100.0,71.1,84.1,99.0,88.0,80.4,91.8,84.4,75.5,75.9,14.7,7.4,3,3
2708,FL,"TODAY'S HOME HEALTH SERVICES, INC",33030,True,True,True,True,True,True,2.5,95.8,98.3,99.1,98.3,56.5,62.7,96.1,57.9,40.9,55.8,95.0,61.2,33.2,13.0,0.7,0,0
2709,FL,TOTAL HOME HEALTH PALM BEACH,33409,True,True,True,True,True,True,4.0,97.5,99.7,99.4,98.5,72.9,72.7,98.5,78.7,68.1,82.8,85.6,73.9,59.2,16.4,13.8,2,1
2710,FL,ABELLA YOSE CARE SERVICE INC,33014,True,True,True,True,True,True,4.0,98.1,,100.0,100.0,,,,100.0,92.2,98.3,100.0,69.3,43.1,,,0,0
2711,FL,HEALTHPRO HOME HEALTH CORP,33186,True,True,True,False,True,True,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.2,70.7,94.7,100.0,95.6,36.5,12.3,8.0,0,0
2712,FL,PROFESSIONAL NURSES HOMECARE INC,33025,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2713,FL,CARE-TECH HOME HEALTH SERVICES LLC,33166,True,True,True,True,True,True,4.5,99.7,100.0,100.0,100.0,64.6,72.8,99.5,80.7,81.3,90.0,88.3,75.8,66.7,12.3,12.2,2,2
2714,FL,"PROFESSIONAL NURSES HOMECARE, INC",33169,True,True,True,True,False,True,,,,,,,,,,,,,,,,,0,0
2715,FL,"DEDICATED CAREGIVERS, LLC",33028,True,True,True,True,True,True,3.0,99.7,94.1,98.9,100.0,61.3,90.0,97.7,67.2,66.4,64.5,87.9,69.5,25.7,13.7,11.5,2,2
2716,FL,DIVINE HOME HEALTH CARE INC,33615,True,True,True,True,True,True,3.5,97.6,98.5,100.0,96.9,87.6,58.0,100.0,68.8,45.6,85.8,85.8,72.3,56.5,15.6,10.3,2,2
2717,FL,"HOME LIFE, LLC",33172,True,True,True,True,True,True,5.0,99.8,83.4,100.0,100.0,82.1,93.8,100.0,85.1,78.9,100.0,100.0,99.3,87.9,9.2,7.2,0,0
2718,FL,ALL ABOUT HOME CARE INC,33907,True,True,True,True,True,True,4.5,99.9,99.4,100.0,100.0,79.4,82.5,100.0,75.4,77.6,77.6,79.4,83.5,57.0,14.2,9.9,1,2
2719,FL,TRILOGY HOME HEALTHCARE,34232,True,True,True,True,True,True,3.5,93.1,98.6,99.5,99.5,75.4,80.8,96.5,75.6,66.7,73.0,77.5,72.7,65.1,15.6,14.0,2,2
2720,FL,"ALL PROFESSIONAL HOME CARE, INC.",33351,True,True,True,True,True,True,4.0,98.1,100.0,100.0,98.0,79.1,77.7,100.0,72.0,75.1,73.2,69.8,82.2,62.1,10.8,10.0,2,2
2721,FL,HOME HEALTH SERVICES OF BROWARD,33026,True,True,True,True,True,True,4.0,98.0,98.9,100.0,98.3,38.1,39.4,100.0,74.4,67.8,80.9,96.1,85.9,64.1,16.2,9.6,1,2
2722,FL,"LIVING CARE HOME HEALTH, INC",33172,True,True,True,True,True,True,4.5,100.0,95.1,100.0,87.2,62.5,95.5,,100.0,79.5,100.0,100.0,100.0,87.8,9.1,5.7,0,0
2723,FL,LAKEVIEW TERRACE HOME HEALTH SERVICES LLC,32702,True,True,True,True,True,True,4.0,93.9,100.0,100.0,99.0,100.0,100.0,100.0,63.2,47.6,88.7,85.6,82.0,68.7,13.3,11.3,2,2
2724,FL,LIFETIME HOME HEALTH CARE CORP,33186,True,True,True,True,True,True,4.5,97.9,98.3,100.0,100.0,70.8,88.0,100.0,85.9,66.2,89.4,96.5,81.6,75.3,13.0,11.6,2,2
2725,FL,HAVEN HOME HEALTHCARE,32765,True,True,True,True,True,True,4.0,97.0,98.8,100.0,96.3,86.2,92.7,93.8,84.9,73.4,98.2,62.2,75.5,83.3,16.2,19.2,1,2
2726,FL,LEGACY HOME HEALTH,32751,True,True,True,True,True,True,4.0,98.7,90.9,98.9,99.0,66.1,72.0,95.9,83.7,78.5,90.2,85.2,88.8,65.0,15.2,9.5,2,2
2727,FL,ALL ABOUT YOU HOME HEALTH AGENCY INC,33432,True,True,True,True,True,True,3.5,96.5,94.1,100.0,100.0,88.5,81.9,,74.5,78.6,80.6,70.4,63.8,76.8,8.7,9.9,0,0
2728,FL,MEDICAL PERSONNELS SERVICES INC,33614,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2729,FL,ALPHA HOMECARE & THERAPY AGENCY LLC,32935,True,True,True,True,False,False,,95.2,100.0,,95.2,,,,,,,,,,,,1,2
2730,FL,AMERIHEALTH HOME CARE AGENCY LLC,33173,True,True,True,True,True,True,3.5,93.5,100.0,100.0,97.4,76.4,79.0,100.0,73.6,54.8,77.5,90.6,68.9,54.0,16.8,12.2,0,0
2731,FL,GABLES HOME HEALTH INC,33155,True,True,True,False,True,True,4.0,96.8,99.2,97.9,98.0,65.7,51.5,95.5,81.8,63.3,91.8,100.0,60.4,39.6,12.0,8.8,0,0
2732,FL,J & C SWEET HOME CARE LLC,33016,True,True,True,False,True,True,4.5,99.5,99.0,99.6,99.8,,,,100.0,86.7,100.0,99.3,76.6,100.0,16.4,7.3,2,2
2733,FL,HOME CARE PROFESSIONALS LLC,33067,True,True,True,True,True,True,2.5,97.1,95.7,,98.6,58.5,58.0,85.2,51.2,67.0,66.0,56.6,44.5,46.0,10.3,7.0,2,2
2734,FL,CONFIDENT CARE OF FLORIDA CORP,33401,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2735,FL,MILLENNIUM HOME CARE LLC,33980,True,True,True,True,True,True,4.0,94.4,98.6,100.0,100.0,72.2,81.8,99.7,78.3,73.1,85.5,83.1,84.7,61.8,15.3,11.2,1,2
2736,FL,MEDI-NURSE,33015,True,True,True,True,True,True,4.0,100.0,100.0,100.0,100.0,64.7,40.0,,77.8,79.2,73.7,90.4,64.6,40.0,11.7,14.2,0,0
2737,FL,"COMMUNITY CARE NURSING, LLC",33173,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
2738,FL,ASSIS PROFESSIONAL HOME HEALTH INC,33172,True,True,True,False,False,True,4.5,99.6,99.6,99.7,100.0,27.0,57.6,100.0,92.5,81.7,81.8,99.5,87.8,37.5,16.8,5.8,1,2
2739,FL,BREEZE HEALTH CARE INC,33004,True,True,True,True,True,True,3.0,96.9,100.0,100.0,100.0,100.0,,97.2,,40.9,,82.6,73.6,,12.2,6.0,0,0
2740,FL,GRACE FAMILY HOME CARE,33760,True,True,True,True,True,True,4.5,95.8,100.0,100.0,100.0,75.0,74.7,100.0,71.2,74.9,84.0,88.8,84.2,78.9,10.4,6.3,2,2
2741,FL,DIMENSION HOME HEALTH CARE INC,33016,True,True,True,False,True,True,5.0,100.0,100.0,100.0,100.0,,,98.2,93.8,100.0,96.8,98.7,,,13.1,9.1,0,0
2742,FL,EXTENDED HOME HEALTH SERVICES INC,33174,True,True,True,False,False,True,4.5,98.7,100.0,99.4,100.0,95.1,100.0,100.0,88.4,76.2,97.9,100.0,34.9,99.6,11.7,9.1,0,0
2743,FL,"NURSING CARE SERVICES, INC",33467,True,True,True,True,True,True,2.5,98.4,80.1,100.0,98.4,57.6,72.0,100.0,61.2,60.1,63.3,69.9,96.0,36.9,21.7,3.0,2,2
2744,FL,CARING PEOPLE CERTIFIED SERVICES,33484,True,True,True,True,True,True,4.5,97.5,99.7,100.0,98.6,84.6,84.4,100.0,83.6,76.8,90.2,80.1,70.9,73.7,15.4,9.2,2,2
2745,FL,PRIMARY MEDICAL STAFFING INC,33025,True,True,True,True,True,True,1.5,92.4,,98.1,,,,,,,29.1,25.6,26.7,21.2,22.9,25.0,1,2
2746,FL,PREFERRED CARE HOME HEALTH SERVICES,33907,True,True,True,True,True,True,4.0,99.7,98.5,100.0,97.0,74.0,76.9,97.1,78.4,75.8,80.3,78.9,77.0,71.5,13.8,10.9,1,1
2747,FL,JIMENEZ HOME HEALTH CARE CORP,33172,True,True,False,False,True,True,4.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.6,96.3,99.0,,42.0,20.3,7.9,0,0
2748,FL,MIAMI LAKES HOME HEALTH CARE INC,33014,True,True,True,True,True,True,3.0,98.8,100.0,98.6,98.8,67.9,48.1,100.0,56.0,43.8,53.4,87.0,24.4,26.9,14.4,11.9,0,0
2749,FL,ABSOLUTE CAREGIVERS HOME HEALTH AGENCY INC,33407,True,True,True,False,False,False,3.5,88.7,100.0,100.0,100.0,88.5,97.3,100.0,76.3,59.8,78.0,80.8,65.6,27.4,20.5,12.9,2,2
2750,FL,PROFESSIONAL-MED CARE SERVICES CORP,33176,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
2751,FL,UTOPIA HOME CARE INC,33609,True,True,True,True,True,True,3.0,93.5,,98.3,84.3,75.0,73.6,87.5,61.6,63.3,73.7,64.5,82.1,66.1,11.3,17.4,0,0
2752,FL,"DIAL 4 CARE, INC",33016,True,True,True,True,True,True,2.5,97.1,89.3,100.0,99.6,71.8,84.1,100.0,70.3,67.0,70.9,74.0,63.1,41.8,20.3,3.0,1,2
2753,FL,"CHANCE HOME CARE, INC.",33446,True,True,True,True,True,True,4.0,98.3,89.6,97.7,99.7,59.3,68.2,,81.3,79.8,80.7,93.7,84.4,74.3,10.3,15.1,2,2
2754,FL,FUSION HEALTHCARE,34608,True,True,True,True,True,True,4.0,99.0,100.0,100.0,100.0,73.6,88.4,98.4,75.8,75.1,86.9,68.8,77.6,67.9,15.6,10.4,2,2
2755,FL,PALM GARDEN HOME HEALTH,32751,True,True,True,True,True,True,3.5,89.7,100.0,100.0,100.0,65.9,83.3,100.0,57.3,59.5,65.4,83.6,87.2,67.3,4.1,9.2,2,2
2756,FL,"SUPREME HOME HEALTH CARE, LLC",33025,True,True,True,False,True,True,3.0,96.9,93.7,100.0,100.0,45.2,56.3,,83.1,78.2,73.1,86.8,,,,7.4,2,2
2757,FL,FLORIDA FIRST CARE INC,32177,True,True,True,False,True,True,4.0,98.8,94.7,99.7,99.8,76.7,87.2,97.9,76.4,73.1,75.2,80.7,81.7,67.7,15.4,13.3,2,2
2758,FL,PALM GARDEN HOME HEALTH,34474,True,True,True,True,True,False,3.5,93.1,99.3,100.0,100.0,68.2,84.0,100.0,64.7,77.4,75.2,74.3,70.7,65.0,18.1,15.1,0,0
2759,FL,"HOME HEALTH CARE TEAM, LLC",33328,True,True,True,True,True,True,3.0,100.0,,100.0,98.3,70.6,75.3,,63.2,49.7,68.5,84.0,48.8,45.7,15.3,11.5,0,0
2760,FL,LEEDER HOME HEALTH CARE SERVICES LLC,32803,True,True,True,True,True,True,2.0,96.1,94.7,100.0,100.0,61.0,84.2,100.0,59.4,52.7,54.6,56.3,,40.1,20.3,13.4,2,2
2761,FL,DOCTORS CHOICE HOME CARE,32606,True,True,True,True,True,True,3.5,99.4,98.4,100.0,100.0,71.4,73.8,99.2,69.5,66.5,81.8,79.3,78.6,57.0,15.8,9.4,2,2
2762,FL,WATERMAN VILLAGE HOME CARE,32757,True,True,True,True,True,True,3.0,96.9,95.5,100.0,,80.6,82.5,91.4,74.5,68.5,72.5,57.3,59.5,52.8,15.6,12.3,2,2
2763,FL,THE NURSES GUILD OF THE PALM BEACHES INC,33487,True,True,True,True,True,True,2.5,90.8,,100.0,98.0,63.9,69.8,96.4,57.2,59.4,86.5,76.5,66.4,75.2,13.6,11.8,2,2
2764,FL,GIFTED HEALTH GROUP INC,33169,True,True,False,False,False,True,,,,,,,,,,,,,,,,,0,0
2765,FL,SUNRISE HOME HEALTH & SUPPLIES OF BRADENTON,34203,True,True,True,True,True,True,3.0,87.0,90.0,100.0,89.0,54.2,50.6,,75.6,70.9,74.0,67.0,86.2,41.9,18.5,12.0,2,1
2766,FL,HOME HEALTH SERVICES OF FLORIDA AC INC,33028,True,True,True,False,True,True,4.5,99.7,96.1,100.0,100.0,83.7,78.1,100.0,99.6,95.9,100.0,99.8,44.3,34.9,14.0,11.7,2,1
2767,FL,"REALCARE HOME HEALTH, INC.",33015,True,True,True,True,True,True,4.0,100.0,100.0,100.0,100.0,21.4,54.4,100.0,78.1,61.8,90.9,100.0,16.0,24.8,6.8,2.5,0,0
2768,FL,"SILVER LIGHTNING HOME HEALTH CARE, LLC",33311,True,True,True,False,True,True,2.5,95.0,96.6,,95.7,66.2,,93.5,53.4,56.9,45.7,84.6,58.2,44.0,7.9,10.8,2,2
2769,FL,ON-SITE HOME HEALTH CARE CORP,33144,True,True,True,False,True,True,3.5,100.0,100.0,100.0,100.0,25.3,,100.0,71.5,54.6,74.6,84.7,63.5,29.3,9.2,9.4,0,0
2770,FL,"TIMELESS HOME CARE, INC.",33020,True,True,True,True,True,True,3.0,98.5,97.5,100.0,99.0,47.0,48.0,92.2,65.2,72.2,79.0,77.9,66.1,57.6,17.6,10.6,1,2
2771,FL,"CARING AT HOME HEALTHCARE, LLC",33317,True,True,True,False,False,True,,,,,,,,,,,,,,,,,0,0
2772,FL,ANGELS HOME CARE AGENCY INC,33023,True,True,True,False,True,True,2.5,85.4,84.3,100.0,98.9,77.6,76.1,100.0,66.8,49.1,62.7,77.3,64.1,36.0,13.4,2.1,0,0
2773,FL,PINNACLE HOME CARE OF THE VILLAGES INC,34731,True,True,True,True,True,True,4.0,97.3,99.9,100.0,100.0,74.5,78.2,,70.4,81.4,73.0,73.4,75.8,67.9,13.2,9.2,2,2
2774,FL,"QUALITY CARE NURSING SERVICES, INC",33169,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
2775,FL,ALTERNATIVE HOME HEALTH AGENCY INC,32819,True,True,True,True,True,True,4.0,97.5,98.1,100.0,100.0,51.5,72.0,100.0,77.6,78.9,100.0,92.9,61.3,69.3,16.0,10.7,2,2
2776,FL,INTER COASTAL HOME HEALTH CARE INC,33432,True,True,True,True,True,True,3.5,79.8,97.1,97.7,94.1,67.7,38.8,95.0,89.0,66.0,79.4,79.1,82.6,70.3,9.2,20.3,1,2
