,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip
2419,FRANKLIN MEMORIAL HOSPITAL,ME,1.003,17.8,17.8,4938
2420,FRANKLIN MEMORIAL HOSPITAL,ME,0.9948,15.7,15.8,4938
2421,FRANKLIN MEMORIAL HOSPITAL,ME,0.9948,15.7,15.8,4938
2422,FRANKLIN MEMORIAL HOSPITAL,ME,1.0855,22.5,20.7,4938
2423,FRANKLIN MEMORIAL HOSPITAL,ME,1.0855,22.5,20.7,4938
2424,FRANKLIN MEMORIAL HOSPITAL,ME,0.9968,18.6,18.7,4938
2425,FRANKLIN MEMORIAL HOSPITAL,ME,0.9968,18.6,18.7,4938
2426,MERCY MEDICAL CENTER INC,MD,1.0533,18.8,17.9,21202
2427,MERCY MEDICAL CENTER INC,MD,0.9204,19.5,21.2,21202
2428,MERCY MEDICAL CENTER INC,MD,1.0159,4.4,4.3,21202
2429,MERCY MEDICAL CENTER INC,MD,1.1143,19.1,17.2,21202
2430,MERCY MEDICAL CENTER INC,MD,1.0628,20.7,19.4,21202
2431,HOLLAND COMMUNITY HOSPITAL,MI,0.8159,3.3,4.1,49423
2432,HOLLAND COMMUNITY HOSPITAL,MI,0.8159,3.3,4.1,49423
2433,HOLLAND COMMUNITY HOSPITAL,MI,0.9154,14.8,16.2,49423
2434,HOLLAND COMMUNITY HOSPITAL,MI,0.9154,14.8,16.2,49423
2435,HOLLAND COMMUNITY HOSPITAL,MI,0.9646,19.3,20.0,49423
2436,HOLLAND COMMUNITY HOSPITAL,MI,0.9646,19.3,20.0,49423
2437,HOLLAND COMMUNITY HOSPITAL,MI,0.9424,14.4,15.3,49423
2438,HOLLAND COMMUNITY HOSPITAL,MI,0.9424,14.4,15.3,49423
2439,HOLLAND COMMUNITY HOSPITAL,MI,0.9586,18.6,19.4,49423
2440,HOLLAND COMMUNITY HOSPITAL,MI,0.9586,18.6,19.4,49423
2441,BRONSON BATTLE CREEK HOSPITAL,MI,0.94,19.1,20.4,49017
2442,BRONSON BATTLE CREEK HOSPITAL,MI,0.94,19.1,20.4,49017
2443,BRONSON BATTLE CREEK HOSPITAL,MI,0.94,19.1,20.4,49015
2444,BRONSON BATTLE CREEK HOSPITAL,MI,0.962,18.6,19.3,49017
2445,BRONSON BATTLE CREEK HOSPITAL,MI,0.962,18.6,19.3,49017
2446,BRONSON BATTLE CREEK HOSPITAL,MI,0.962,18.6,19.3,49015
2447,BRONSON BATTLE CREEK HOSPITAL,MI,0.9536,16.5,17.3,49017
2448,BRONSON BATTLE CREEK HOSPITAL,MI,0.9536,16.5,17.3,49017
2449,BRONSON BATTLE CREEK HOSPITAL,MI,0.9536,16.5,17.3,49015
2450,BRONSON BATTLE CREEK HOSPITAL,MI,1.0666,5.1,4.8,49017
2451,BRONSON BATTLE CREEK HOSPITAL,MI,1.0666,5.1,4.8,49017
2452,BRONSON BATTLE CREEK HOSPITAL,MI,1.0666,5.1,4.8,49015
2453,BRONSON BATTLE CREEK HOSPITAL,MI,1.0357,22.1,21.4,49017
2454,BRONSON BATTLE CREEK HOSPITAL,MI,1.0357,22.1,21.4,49017
2455,BRONSON BATTLE CREEK HOSPITAL,MI,1.0357,22.1,21.4,49015
2456,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.7882,4.1,5.2,48026
2457,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.7882,4.1,5.2,48044
2458,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.7882,4.1,5.2,48093
2459,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.7882,4.1,5.2,48044
2460,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.04,22.6,21.7,48026
2461,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.04,22.6,21.7,48044
2462,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.04,22.6,21.7,48093
2463,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.04,22.6,21.7,48044
2464,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.9439,16.4,17.4,48026
2465,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.9439,16.4,17.4,48044
2466,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.9439,16.4,17.4,48093
2467,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,0.9439,16.4,17.4,48044
2468,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.045,20.2,19.4,48026
2469,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.045,20.2,19.4,48044
2470,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.045,20.2,19.4,48093
2471,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.045,20.2,19.4,48044
2472,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0438,20.7,19.8,48026
2473,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0438,20.7,19.8,48044
2474,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0438,20.7,19.8,48093
2475,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0438,20.7,19.8,48044
2476,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0284,24.7,24.0,48026
2477,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0284,24.7,24.0,48044
2478,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0284,24.7,24.0,48093
2479,ST JOHN HOSPITAL AND MEDICAL CENTER,MI,1.0284,24.7,24.0,48044
2480,FALMOUTH HOSPITAL,MA,1.1146,21.4,19.2,2540
2481,FALMOUTH HOSPITAL,MA,1.184,5.1,4.3,2540
2482,FALMOUTH HOSPITAL,MA,1.104,23.9,21.6,2540
2483,FALMOUTH HOSPITAL,MA,1.0095,17.2,17.0,2540
2484,FALMOUTH HOSPITAL,MA,0.9692,18.8,19.4,2540
2485,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0751,16.8,15.6,1605
2486,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0751,16.8,15.6,1605
2487,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0751,16.8,15.6,2747
2488,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9101,12.6,13.9,1605
2489,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9101,12.6,13.9,1605
2490,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9101,12.6,13.9,2747
2491,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9476,21.0,22.1,1605
2492,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9476,21.0,22.1,1605
2493,UMASS MEMORIAL MEDICAL CENTER INC,MA,0.9476,21.0,22.1,2747
2494,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0468,18.2,17.4,1605
2495,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0468,18.2,17.4,1605
2496,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0468,18.2,17.4,2747
2497,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.003,20.5,20.4,1605
2498,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.003,20.5,20.4,1605
2499,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.003,20.5,20.4,2747
2500,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0145,4.6,4.5,1605
2501,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0145,4.6,4.5,1605
2502,UMASS MEMORIAL MEDICAL CENTER INC,MA,1.0145,4.6,4.5,2747
2503,WEST BRANCH REGIONAL MEDICAL CENTER,MI,1.059,19.3,18.3,48661
2504,WEST BRANCH REGIONAL MEDICAL CENTER,MI,1.0241,24.0,23.4,48661
2505,WEST BRANCH REGIONAL MEDICAL CENTER,MI,0.7502,4.3,5.7,48661
2506,WEST BRANCH REGIONAL MEDICAL CENTER,MI,0.9544,17.5,18.3,48661
2507,WEST BRANCH REGIONAL MEDICAL CENTER,MI,0.977,18.9,19.4,48661
2508,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0626,21.5,20.2,48161
2509,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0626,21.5,20.2,48162
2510,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0626,21.5,20.2,48162
2511,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0626,21.5,20.2,48161
2512,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0896,22.5,20.6,48161
2513,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0896,22.5,20.6,48162
2514,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0896,22.5,20.6,48162
2515,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0896,22.5,20.6,48161
2516,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0565,19.7,18.6,48161
2517,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0565,19.7,18.6,48162
2518,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0565,19.7,18.6,48162
2519,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0565,19.7,18.6,48161
2520,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0503,5.5,5.3,48161
2521,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0503,5.5,5.3,48162
2522,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0503,5.5,5.3,48162
2523,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0503,5.5,5.3,48161
2524,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0574,25.0,23.6,48161
2525,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0574,25.0,23.6,48162
2526,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0574,25.0,23.6,48162
2527,PROMEDICA MONROE REGIONAL HOSPITAL,MI,1.0574,25.0,23.6,48161
2528,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49431
2529,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49431
2530,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49449
2531,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49420
2532,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49431
2533,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49431
2534,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0198,4.5,4.4,49431
2535,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49431
2536,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49431
2537,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49449
2538,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49420
2539,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49431
2540,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49431
2541,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.8623,18.7,21.6,49431
2542,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49431
2543,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49431
2544,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49449
2545,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49420
2546,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49431
2547,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49431
2548,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,1.0007,19.3,19.3,49431
2549,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49431
2550,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49431
2551,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49449
2552,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49420
2553,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49431
2554,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49431
2555,SPECTRUM HEALTH LUDINGTON HOSPITAL,MI,0.92,15.3,16.6,49431
2556,BORGESS MEDICAL CENTER,MI,0.9371,14.6,15.6,49080
2557,BORGESS MEDICAL CENTER,MI,0.9371,14.6,15.6,49070
2558,BORGESS MEDICAL CENTER,MI,0.9371,14.6,15.6,49015
2559,BORGESS MEDICAL CENTER,MI,1.0505,13.3,12.6,49080
2560,BORGESS MEDICAL CENTER,MI,1.0505,13.3,12.6,49070
2561,BORGESS MEDICAL CENTER,MI,1.0505,13.3,12.6,49015
2562,BORGESS MEDICAL CENTER,MI,0.8081,14.1,17.5,49080
2563,BORGESS MEDICAL CENTER,MI,0.8081,14.1,17.5,49070
2564,BORGESS MEDICAL CENTER,MI,0.8081,14.1,17.5,49015
2565,BORGESS MEDICAL CENTER,MI,0.9021,17.9,19.9,49080
2566,BORGESS MEDICAL CENTER,MI,0.9021,17.9,19.9,49070
2567,BORGESS MEDICAL CENTER,MI,0.9021,17.9,19.9,49015
2568,BORGESS MEDICAL CENTER,MI,0.8853,19.3,21.8,49080
2569,BORGESS MEDICAL CENTER,MI,0.8853,19.3,21.8,49070
2570,BORGESS MEDICAL CENTER,MI,0.8853,19.3,21.8,49015
2571,BORGESS MEDICAL CENTER,MI,0.9613,4.6,4.7,49080
2572,BORGESS MEDICAL CENTER,MI,0.9613,4.6,4.7,49070
2573,BORGESS MEDICAL CENTER,MI,0.9613,4.6,4.7,49015
2574,HURON MEDICAL CENTER,MI,0.9227,17.7,19.2,48413
2575,HURON MEDICAL CENTER,MI,0.9227,17.7,19.2,48413
2576,HURON MEDICAL CENTER,MI,0.9227,17.7,19.2,48413
2577,HURON MEDICAL CENTER,MI,0.9227,17.7,19.2,48413
2578,HURON MEDICAL CENTER,MI,0.9227,17.7,19.2,48413
2579,HURON MEDICAL CENTER,MI,0.9512,21.1,22.2,48413
2580,HURON MEDICAL CENTER,MI,0.9512,21.1,22.2,48413
2581,HURON MEDICAL CENTER,MI,0.9512,21.1,22.2,48413
2582,HURON MEDICAL CENTER,MI,0.9512,21.1,22.2,48413
2583,HURON MEDICAL CENTER,MI,0.9512,21.1,22.2,48413
2584,HURON MEDICAL CENTER,MI,0.9454,4.6,4.9,48413
2585,HURON MEDICAL CENTER,MI,0.9454,4.6,4.9,48413
2586,HURON MEDICAL CENTER,MI,0.9454,4.6,4.9,48413
2587,HURON MEDICAL CENTER,MI,0.9454,4.6,4.9,48413
2588,HURON MEDICAL CENTER,MI,0.9454,4.6,4.9,48413
2589,HURON MEDICAL CENTER,MI,0.9391,18.3,19.4,48413
2590,HURON MEDICAL CENTER,MI,0.9391,18.3,19.4,48413
2591,HURON MEDICAL CENTER,MI,0.9391,18.3,19.4,48413
2592,HURON MEDICAL CENTER,MI,0.9391,18.3,19.4,48413
2593,HURON MEDICAL CENTER,MI,0.9391,18.3,19.4,48413
2594,HURON MEDICAL CENTER,MI,0.9931,22.5,22.7,48413
2595,HURON MEDICAL CENTER,MI,0.9931,22.5,22.7,48413
2596,HURON MEDICAL CENTER,MI,0.9931,22.5,22.7,48413
2597,HURON MEDICAL CENTER,MI,0.9931,22.5,22.7,48413
2598,HURON MEDICAL CENTER,MI,0.9931,22.5,22.7,48413
2599,METRO HEALTH HOSPITAL,MI,0.9615,16.6,17.2,49519
2600,METRO HEALTH HOSPITAL,MI,0.9615,16.6,17.2,49519
2601,METRO HEALTH HOSPITAL,MI,0.9233,19.7,21.4,49519
2602,METRO HEALTH HOSPITAL,MI,0.9233,19.7,21.4,49519
2603,METRO HEALTH HOSPITAL,MI,0.9643,19.9,20.7,49519
2604,METRO HEALTH HOSPITAL,MI,0.9643,19.9,20.7,49519
2605,METRO HEALTH HOSPITAL,MI,0.8678,15.2,17.5,49519
2606,METRO HEALTH HOSPITAL,MI,0.8678,15.2,17.5,49519
2607,METRO HEALTH HOSPITAL,MI,0.8653,4.2,4.9,49519
2608,METRO HEALTH HOSPITAL,MI,0.8653,4.2,4.9,49519
2609,ST JOHN RIVER DISTRICT HOSPITAL,MI,0.8914,15.1,16.9,48054
2610,ST JOHN RIVER DISTRICT HOSPITAL,MI,0.9667,20.5,21.2,48054
2611,ST JOHN RIVER DISTRICT HOSPITAL,MI,1.0659,6.6,6.2,48054
2612,ST JOHN RIVER DISTRICT HOSPITAL,MI,1.0249,20.2,19.7,48054
2613,ST JOSEPH MERCY CHELSEA,MI,0.9919,17.7,17.8,48118
2614,ST JOSEPH MERCY CHELSEA,MI,0.9469,18.7,19.7,48118
2615,ST JOSEPH MERCY CHELSEA,MI,0.9011,3.8,4.2,48118
2616,ST JOSEPH MERCY CHELSEA,MI,0.8992,14.0,15.5,48118
2617,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,0.804,3.6,4.5,21502
2618,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,0.9579,16.6,17.3,21502
2619,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,1.0206,23.2,22.7,21502
2620,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,0.9893,20.8,21.0,21502
2621,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,0.8752,11.9,13.6,21502
2622,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,0.9709,15.6,16.1,21502
2623,CARROLL HOSPITAL CENTER,MD,0.8971,17.1,19.1,21157
2624,CARROLL HOSPITAL CENTER,MD,0.8439,3.8,4.5,21157
2625,CARROLL HOSPITAL CENTER,MD,0.9372,15.3,16.3,21157
2626,CARROLL HOSPITAL CENTER,MD,1.0104,21.7,21.5,21157
2627,CARROLL HOSPITAL CENTER,MD,0.9354,15.1,16.2,21157
2628,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0727,18.3,17.0,55379
2629,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0727,18.3,17.0,55379
2630,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0727,18.3,17.0,55379
2631,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9751,13.8,14.1,55379
2632,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9751,13.8,14.1,55379
2633,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9751,13.8,14.1,55379
2634,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0536,4.7,4.5,55379
2635,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0536,4.7,4.5,55379
2636,ST FRANCIS REGIONAL MEDICAL CENTER,MN,1.0536,4.7,4.5,55379
2637,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9647,18.5,19.2,55379
2638,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9647,18.5,19.2,55379
2639,ST FRANCIS REGIONAL MEDICAL CENTER,MN,0.9647,18.5,19.2,55379
2640,REGIONS HOSPITAL,MN,1.0367,18.8,18.2,55101
2641,REGIONS HOSPITAL,MN,0.9367,12.8,13.7,55101
2642,REGIONS HOSPITAL,MN,0.9428,10.8,11.5,55101
2643,REGIONS HOSPITAL,MN,1.0079,4.2,4.1,55101
2644,REGIONS HOSPITAL,MN,0.9423,19.4,20.5,55101
2645,REGIONS HOSPITAL,MN,1.0429,16.7,16.0,55101
2646,MERCY HOSPITAL,MN,0.8192,17.3,21.1,55767
2647,MERCY HOSPITAL,MN,0.8688,13.5,15.5,55767
2648,MERCY HOSPITAL,MN,1.1067,5.0,4.6,55767
2649,MERCY HOSPITAL,MN,0.9189,12.1,13.1,55767
2650,MERCY HOSPITAL,MN,0.9233,12.5,13.5,55767
2651,MERCY HOSPITAL,MN,1.051,18.2,17.3,55767
2652,HEALTHEAST ST JOHN'S HOSPITAL,MN,1.0553,4.9,4.7,55109
2653,HEALTHEAST ST JOHN'S HOSPITAL,MN,1.0335,16.6,16.0,55109
2654,HEALTHEAST ST JOHN'S HOSPITAL,MN,0.9548,17.3,18.1,55109
2655,HEALTHEAST ST JOHN'S HOSPITAL,MN,0.9094,18.6,20.4,55109
2656,TISHOMINGO HEALTH SERVICES INC,MS,0.999,17.2,17.2,38852
2657,TISHOMINGO HEALTH SERVICES INC,MS,1.0265,21.3,20.8,38852
2658,TISHOMINGO HEALTH SERVICES INC,MS,0.9296,14.8,16.0,38852
2659,NORTH MISSISSIPPI MEDICAL CENTER,MS,0.9809,11.4,11.7,38801
2660,NORTH MISSISSIPPI MEDICAL CENTER,MS,1.0912,15.4,14.1,38801
2661,NORTH MISSISSIPPI MEDICAL CENTER,MS,1.0089,16.9,16.7,38801
2662,NORTH MISSISSIPPI MEDICAL CENTER,MS,0.9949,20.5,20.6,38801
2663,NORTH MISSISSIPPI MEDICAL CENTER,MS,1.0366,19.4,18.7,38801
2664,NORTH MISSISSIPPI MEDICAL CENTER,MS,0.9419,4.0,4.2,38801
2665,MERCY HOSPITAL ST LOUIS,MO,1.0259,16.9,16.5,63141
2666,MERCY HOSPITAL ST LOUIS,MO,0.9374,19.4,20.7,63141
2667,MERCY HOSPITAL ST LOUIS,MO,1.0204,14.1,13.8,63141
2668,MERCY HOSPITAL ST LOUIS,MO,0.9356,20.7,22.1,63141
2669,MERCY HOSPITAL ST LOUIS,MO,0.9935,17.5,17.6,63141
2670,MERCY HOSPITAL ST LOUIS,MO,0.8764,3.9,4.4,63141
2671,BATES COUNTY MEMORIAL HOSPITAL,MO,1.092,17.9,16.4,64730
2672,BATES COUNTY MEMORIAL HOSPITAL,MO,1.0705,18.4,17.2,64730
2673,BATES COUNTY MEMORIAL HOSPITAL,MO,1.0097,6.7,6.7,64730
2674,BATES COUNTY MEMORIAL HOSPITAL,MO,0.953,19.4,20.4,64730
2675,MERCY HOSPITAL WASHINGTON,MO,0.7944,3.8,4.8,63090
2676,MERCY HOSPITAL WASHINGTON,MO,0.9331,13.8,14.8,63090
2677,MERCY HOSPITAL WASHINGTON,MO,0.9753,17.3,17.7,63090
2678,MERCY HOSPITAL WASHINGTON,MO,0.9655,18.4,19.0,63090
2679,MERCY HOSPITAL WASHINGTON,MO,0.8008,17.6,22.0,63090
2680,CAMERON REGIONAL MEDICAL CENTER,MO,0.994,19.2,19.3,64429
2681,CAMERON REGIONAL MEDICAL CENTER,MO,0.8957,4.5,5.0,64429
2682,CAMERON REGIONAL MEDICAL CENTER,MO,0.9732,17.8,18.3,64429
2683,CAMERON REGIONAL MEDICAL CENTER,MO,0.9455,15.4,16.3,64429
2684,CAMERON REGIONAL MEDICAL CENTER,MO,1.0156,21.3,21.0,64429
2685,BOONE HOSPITAL CENTER,MO,0.8626,11.2,13.0,65201
2686,BOONE HOSPITAL CENTER,MO,0.8626,11.2,13.0,65201
2687,BOONE HOSPITAL CENTER,MO,0.9535,15.3,16.0,65201
2688,BOONE HOSPITAL CENTER,MO,0.9535,15.3,16.0,65201
2689,BOONE HOSPITAL CENTER,MO,0.9691,18.5,19.1,65201
2690,BOONE HOSPITAL CENTER,MO,0.9691,18.5,19.1,65201
2691,BOONE HOSPITAL CENTER,MO,0.9223,13.3,14.5,65201
2692,BOONE HOSPITAL CENTER,MO,0.9223,13.3,14.5,65201
2693,BOONE HOSPITAL CENTER,MO,0.9466,19.4,20.5,65201
2694,BOONE HOSPITAL CENTER,MO,0.9466,19.4,20.5,65201
2695,BOONE HOSPITAL CENTER,MO,0.894,3.7,4.2,65201
2696,BOONE HOSPITAL CENTER,MO,0.894,3.7,4.2,65201
2697,SOUTH SUNFLOWER COUNTY HOSPITAL,MS,0.9724,16.2,16.6,38751
2698,SOUTH SUNFLOWER COUNTY HOSPITAL,MS,1.029,21.6,20.9,38751
2699,SOUTH SUNFLOWER COUNTY HOSPITAL,MS,0.9766,15.7,16.1,38751
2700,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9952,18.6,18.7,48075
2701,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9952,18.6,18.7,48374
2702,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9687,19.1,19.8,48075
2703,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9687,19.1,19.8,48374
2704,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9709,22.9,23.6,48075
2705,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9709,22.9,23.6,48374
2706,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9001,4.5,5.0,48075
2707,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9001,4.5,5.0,48374
2708,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9841,21.3,21.7,48075
2709,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.9841,21.3,21.7,48374
2710,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.801,15.7,19.6,48075
2711,PROVIDENCE - PROVIDENCE PARK HOSPITAL,MI,0.801,15.7,19.6,48374
2712,ST JOSEPH MERCY OAKLAND,MI,0.9788,14.0,14.3,48341
2713,ST JOSEPH MERCY OAKLAND,MI,1.0446,20.3,19.4,48341
2714,ST JOSEPH MERCY OAKLAND,MI,0.9131,4.2,4.6,48341
2715,ST JOSEPH MERCY OAKLAND,MI,0.9704,17.3,17.8,48341
2716,ST JOSEPH MERCY OAKLAND,MI,0.9788,21.5,21.9,48341
2717,ST JOSEPH MERCY OAKLAND,MI,0.9829,23.4,23.8,48341
2718,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,0.9709,20.5,21.1,49707
2719,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,0.8073,13.3,16.5,49707
2720,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,0.9935,17.4,17.5,49707
2721,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,0.9219,17.6,19.1,49707
2722,MIDMICHIGAN MEDICAL CENTER - ALPENA,MI,1.1151,5.5,5.0,49707
2723,HILLSDALE HOSPITAL,MI,0.9323,20.2,21.6,49242
2724,HILLSDALE HOSPITAL,MI,0.9562,21.1,22.0,49242
2725,HILLSDALE HOSPITAL,MI,0.8926,4.6,5.2,49242
2726,HILLSDALE HOSPITAL,MI,0.9213,17.3,18.7,49242
2727,HILLSDALE HOSPITAL,MI,0.9056,15.0,16.5,49242
2728,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49058
2729,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,48846
2730,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49073
2731,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49333
2732,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49058
2733,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49058
2734,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49058
2735,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49316
2736,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49328
2737,SPECTRUM HEALTH PENNOCK,MI,1.0567,19.0,18.0,49046
2738,SPECTRUM HEALTH PENNOCK,MI,0.9847,4.4,4.5,49058
2739,SPECTRUM HEALTH PENNOCK,MI,0.9847,4.4,4.5,48846
2740,SPECTRUM HEALTH PENNOCK,MI,0.9847,4.4,4.5,49073
2741,SPECTRUM HEALTH PENNOCK,MI,0.9847,4.4,4.5,49333
