,hospital_name,provider_number,state,readmission_ratio,predicted_rate,expected_rate
4473,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,0.9449,17.0,18.0
4474,BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,0.939,17.3,18.4
4475,INTEGRIS MIAMI HOSPITAL,370004,OK,0.9564,20.1,21.1
4476,INTEGRIS MIAMI HOSPITAL,370004,OK,0.9517,5.8,6.1
4478,NORMAN REGIONAL,370008,OK,0.9721,13.8,14.2
4479,NORMAN REGIONAL,370008,OK,1.0258,17.1,16.6
4480,MERCY HOSPITAL EL RENO,370011,OK,0.9968,20.5,20.6
4481,INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,0.9196,12.7,13.8
4482,INTEGRIS BASS BAPTIST HEALTH CENTER,370016,OK,0.9903,5.1,5.2
4483,MERCY HOSPITAL ADA,370020,OK,1.0413,21.6,20.7
4486,MEMORIAL MEDICAL CENTER,320018,NM,1.0542,13.5,12.8
4487,ARTESIA GENERAL HOSPITAL,320030,NM,0.9748,14.8,15.2
4489,FORT WASHINGTON HOSPITAL,210060,MD,1.0921,16.9,15.5
4490,BRIGHAM AND WOMEN'S HOSPITAL,220110,MA,0.8755,11.9,13.6
4491,GOOD SAMARITAN MEDICAL CENTER,220111,MA,0.953,15.0,15.7
4492,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,220119,MA,1.0546,18.5,17.5
4493,BELOIT MEMORIAL HOSPITAL,520100,WI,0.8528,16.9,19.9
4494,BELOIT MEMORIAL HOSPITAL,520100,WI,0.869,19.2,22.1
4495,BELOIT MEMORIAL HOSPITAL,520100,WI,1.1488,5.9,5.1
4496,BELOIT MEMORIAL HOSPITAL,520100,WI,0.9708,16.5,17.0
4497,COMMUNITY MEMORIAL HOSPITAL,520103,WI,1.0181,13.5,13.2
4498,COMMUNITY MEMORIAL HOSPITAL,520103,WI,1.0374,4.6,4.5
4501,WHEATON FRANCISCAN - ST JOSEPH,520136,WI,0.9197,15.2,16.5
4502,AURORA ST LUKES MEDICAL CENTER,520138,WI,0.9297,15.7,16.9
4503,CALDWELL MEMORIAL HOSPITAL,340041,NC,0.9203,17.8,19.3
4505,COASTAL CAROLINA HOSPITAL,420101,SC,0.9369,13.9,14.9
4506,SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,1.1916,4.6,3.9
4509,RESTON HOSPITAL CENTER,490107,VA,1.0971,21.6,19.7
4512,WYTHE COUNTY COMMUNITY HOSPITAL,490111,VA,0.8207,3.2,3.9
4513,CJW MEDICAL CENTER,490112,VA,1.0735,16.1,15.0
4514,CJW MEDICAL CENTER,490112,VA,1.0538,22.1,20.9
4517,UPMC EAST,390328,PA,0.9751,18.2,18.7
4518,MEMORIAL HOSPITAL OF RHODE ISLAND,410001,RI,1.0722,4.8,4.5
4519,NEWPORT HOSPITAL,410006,RI,1.1045,21.9,19.8
4522,"UNITED HEALTH SERVICES HOSPITALS, INC",330394,NY,0.789,3.9,4.9
4524,CENTRASTATE MEDICAL CENTER,310111,NJ,1.0698,5.4,5.1
4526,BAYSHORE MEDICAL CENTER,310112,NJ,0.9931,19.1,19.2
4528,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,1.0015,15.4,15.4
4529,SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL,320003,NM,1.08,15.6,14.4
4530,GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,0.9437,16.0,17.0
4531,EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,1.104,19.0,17.2
4532,EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,0.9923,15.8,15.9
4533,LOVELACE MEDICAL CENTER,320009,NM,1.1673,5.5,4.7
4534,HOLY NAME MEDICAL CENTER,310008,NJ,1.2441,6.3,5.0
4536,AURORA WEST ALLIS MEDICAL CENTER,520139,WI,1.0053,4.7,4.7
4537,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,520160,WI,0.8689,13.7,15.7
4538,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,520177,WI,1.0359,23.9,23.1
4539,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,520177,WI,1.0408,19.4,18.7
4541,AURORA MEDICAL CTR KENOSHA,520189,WI,0.9734,20.1,20.6
4542,ORTHOPAEDIC HOSPITAL OF WISCONSIN,520194,WI,0.8755,3.7,4.2
4543,NORTH SHORE MEDICAL CENTER -,220035,MA,0.9448,11.9,12.6
4544,CARROLL HOSPITAL CENTER,210033,MD,0.8439,3.8,4.5
4545,THREE RIVERS HEALTH,230015,MI,1.0338,19.4,18.8
4546,BRONSON METHODIST HOSPITAL,230017,MI,0.9515,13.2,13.8
4548,LONESOME PINE HOSPITAL,490114,VA,1.0756,23.9,22.2
4549,LONESOME PINE HOSPITAL,490114,VA,1.0626,22.5,21.2
4550,TWIN COUNTY REGIONAL HOSPITAL,490115,VA,0.9839,19.8,20.1
4551,HENRICO DOCTORS' HOSPITAL,490118,VA,1.0499,19.8,18.8
4552,WHITE RIVER MEDICAL CENTER,40119,AR,0.9362,14.6,15.6
4554,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,50025,CA,0.8668,13.2,15.2
4555,VALLEY VIEW MEDICAL CENTER,30117,AZ,1.0358,17.4,16.8
4556,MERCY GILBERT MEDICAL CENTER,30119,AZ,0.9923,4.3,4.4
4557,"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,AZ,1.0804,4.5,4.2
4558,PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,0.9519,3.8,4.0
4559,NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,0.7957,3.5,4.4
4560,ADVENTIST MEDICAL CENTER,50121,CA,0.9488,15.6,16.4
4561,USC VERDUGO HILLS HOSPITAL,50124,CA,1.2176,5.3,4.3
4562,ADVENTIST HEALTH SIMI VALLEY,50236,CA,1.0851,5.2,4.8
4563,GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,1.2102,22.5,18.6
4566,ST CATHERINE OF SIENA HOSPITAL,330401,NY,0.9362,18.4,19.6
4574,NORTHERN HOSPITAL OF SURRY COUNTY,340003,NC,1.492,6.3,4.2
4575,HIGH POINT REGIONAL HOSPITAL,340004,NC,1.0385,21.0,20.2
4576,SCOTLAND MEMORIAL HOSPITAL,340008,NC,1.0339,19.7,19.0
4577,SCOTLAND MEMORIAL HOSPITAL,340008,NC,0.8627,3.7,4.3
4578,WAYNE MEMORIAL HOSPITAL,340010,NC,0.9424,17.9,19.0
4580,MORRISTOWN MEDICAL CENTER,310015,NJ,0.9546,16.7,17.4
4582,ST JOSEPH'S REGIONAL MEDICAL CENTER,310019,NJ,1.1877,25.6,21.6
4583,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,MI,1.1212,5.3,4.7
4585,AURORA MEDICAL CTR OSHKOSH,520198,WI,0.987,17.0,17.2
4586,ST CLARES HOSPITAL OF WESTON,520202,WI,0.962,17.3,18.0
4588,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,520208,WI,1.0241,20.3,19.8
4590,SHERIDAN MEMORIAL HOSPITAL,530006,WY,0.9185,19.1,20.8
4596,MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,0.8927,15.8,17.7
4597,JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,1.0192,22.8,22.4
4598,CAROLINAS HEALTHCARE SYSTEM LINCOLN,340145,NC,1.0197,20.1,19.7
4599,SENTARA PRINCESS ANNE HOSPITAL,490119,VA,1.0118,18.0,17.8
4600,LDS HOSPITAL,460006,UT,0.78,3.1,3.9
4601,INTERMOUNTAIN MEDICAL CENTER,460010,UT,0.8476,11.6,13.6
4602,INTERMOUNTAIN MEDICAL CENTER,460010,UT,0.7814,16.2,20.7
4603,INTERMOUNTAIN MEDICAL CENTER,460010,UT,0.8906,4.3,4.8
4606,DIXIE REGIONAL MEDICAL CENTER,460021,UT,0.8416,11.0,13.0
4607,KNOX COMMUNITY HOSPITAL,360040,OH,1.0756,16.1,15.0
4608,CUERO COMMUNITY HOSPITAL,450597,TX,0.8831,14.6,16.6
4609,MERCY MEDICAL CENTER,360070,OH,1.0528,5.1,4.8
4610,FLOWER HOSPITAL,360074,OH,1.007,18.1,18.0
4611,ST JOSEPH MEDICAL CENTER,390096,PA,1.0127,16.6,16.4
4612,LANCASTER GENERAL HOSPITAL,390100,PA,0.9137,17.0,18.6
4616,SCENIC MOUNTAIN MEDICAL CENTER,450653,TX,1.0065,15.4,15.3
4617,YAKIMA VALLEY MEMORIAL HOSPITAL,500036,WA,0.9524,14.6,15.3
4618,MEMORIAL HOSPITAL SWEETWATER COUNTY,530011,WY,1.0597,21.1,19.9
4619,ST JOHNS MEDICAL CENTER,530015,WY,1.1406,4.1,3.6
4620,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,250100,MS,0.8822,3.2,3.7
4622,OZARKS MEDICAL CENTER,260078,MO,0.959,15.2,15.8
4626,FAIRVIEW SOUTHDALE HOSPITAL,240078,MN,1.0307,16.0,15.5
4627,COMMUNITY MEDICAL CENTER,270023,MT,0.9288,17.6,19.0
4631,RIVERSIDE WALTER REED HOSPITAL,490130,VA,0.9957,19.0,19.1
4633,SPOTSYLVANIA REGIONAL MEDICAL CENTER,490141,VA,1.0,18.9,18.9
4635,SKAGIT VALLEY HOSPITAL,500003,WA,0.8812,12.4,14.1
4637,AMERICAN FORK HOSPITAL,460023,UT,0.8967,16.4,18.3
4639,"DUNCAN REGIONAL HOSPITAL, INC",370023,OK,1.0272,17.1,16.6
4640,ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,0.8394,14.3,17.1
4641,ST ANTHONY HOSPITAL,370037,OK,1.0642,18.9,17.7
4642,HILLCREST HOSPITAL CLAREMORE,370039,OK,0.9728,13.9,14.3
4644,HARRISON MEMORIAL HOSPITAL,500039,WA,0.9465,12.5,13.2
4645,OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,0.9286,18.5,19.9
4646,OVERLAKE HOSPITAL MEDICAL CENTER,500051,WA,0.9989,4.4,4.4
4648,PROVIDENCE SACRED HEART MEDICAL CENTER,500054,WA,0.9297,15.1,16.2
4649,HARBORVIEW MEDICAL CENTER,500064,WA,0.9605,15.4,16.0
4650,SUTTER TRACY COMMUNITY HOSPITAL,50313,CA,0.9783,20.0,20.5
4651,EVANSTON REGIONAL HOSPITAL,530032,WY,0.9569,13.9,14.5
4657,METHODIST MANSFIELD MEDICAL CENTER,670023,TX,1.0317,14.7,14.3
4658,THE HEART HOSPITAL BAYLOR PLANO,670025,TX,0.8771,19.2,21.9
4659,ST LUKE'S PATIENTS MEDICAL CENTER,670031,TX,0.8503,14.7,17.3
4660,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,50063,CA,0.8771,4.4,5.1
4662,SONOMA VALLEY HOSPITAL,50090,CA,0.9419,13.2,14.0
4665,ORANGE COAST MEMORIAL MEDICAL CENTER,50678,CA,0.9655,4.5,4.7
4667,PLACENTIA LINDA HOSPITAL,50589,CA,0.9637,15.6,16.2
4668,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,50503,CA,0.8832,4.0,4.5
4669,PROVIDENCE PORTLAND MEDICAL CENTER,380061,OR,0.9547,15.1,15.8
4670,PROVIDENCE MEDFORD MEDICAL CENTER,380075,OR,1.1873,4.2,3.5
4671,COLLEGE STATION MEDICAL CENTER,450299,TX,1.1471,5.0,4.3
4672,SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,0.9899,18.7,18.9
4673,TRINITY HOSPITALS,350006,ND,1.0043,14.8,14.8
4674,SAINT VINCENT HOSPITAL,390009,PA,1.0754,15.6,14.5
4675,SAINT VINCENT HOSPITAL,390009,PA,0.8814,14.4,16.4
4676,STILLWATER MEDICAL CENTER AUTHORITY,370049,OK,1.0291,18.0,17.5
4677,STILLWATER MEDICAL CENTER AUTHORITY,370049,OK,0.9192,3.7,4.0
4679,PIEDMONT MEDICAL CENTER,420002,SC,1.0483,22.9,21.9
4680,MCLEOD MEDICAL CENTER - DILLON,420005,SC,0.9706,14.2,14.6
4682,GHS OCONEE MEMORIAL  HOSPITAL,420009,SC,0.9368,18.7,20.0
4684,CANNON MEMORIAL HOSPITAL,420011,SC,1.0198,14.2,14.0
4685,BAPTIST EASLEY HOSPITAL,420015,SC,1.0058,18.9,18.8
4686,BAPTIST EASLEY HOSPITAL,420015,SC,1.2507,26.0,20.7
4687,BAPTIST EASLEY HOSPITAL,420015,SC,0.9993,4.4,4.4
4690,CHARLOTTE HUNGERFORD HOSPITAL,70011,CT,1.0625,21.3,20.1
4691,"MILFORD HOSPITAL, INC",70019,CT,1.0122,16.0,15.8
4694,MOUNT SINAI MEDICAL CENTER,100034,FL,0.9536,14.2,14.9
4695,LEHIGH VALLEY HOSPITAL,390133,PA,1.1378,24.5,21.5
4696,GOOD SAMARITAN HOSPITAL,360134,OH,1.061,4.4,4.1
4697,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,OH,1.0684,24.5,22.9
4698,CEDAR PARK REGIONAL MEDICAL CENTER,670043,TX,0.9799,16.6,17.0
4699,HUNTERDON MEDICAL CENTER,310005,NJ,0.9743,16.0,16.4
4700,ST MARY'S GENERAL HOSPITAL,310006,NJ,1.0917,18.3,16.8
4701,NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,1.0204,14.9,14.6
4703,MEMORIAL HOSPITAL OF SALEM COUNTY,310091,NJ,1.1746,20.4,17.4
4704,SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,1.0481,6.0,5.7
4705,WYOMING COUNTY COMMUNITY HOSPITAL,330008,NY,1.0626,15.8,14.8
4708,WILSON MEMORIAL HOSPITAL,360013,OH,0.9821,16.4,16.7
4709,BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,0.9945,18.8,18.9
4710,VIRGINIA MASON MEDICAL CENTER,500005,WA,0.9478,19.7,20.8
4712,UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,1.0502,6.1,5.8
4713,UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,0.9908,18.2,18.3
4714,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,500012,WA,0.9864,13.3,13.5
4715,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,500012,WA,0.8527,3.7,4.4
4716,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,0.9895,12.9,13.0
4717,MULTICARE AUBURN MEDICAL CENTER,500015,WA,0.9579,4.5,4.7
4718,PROVIDENCE CENTRALIA HOSPITAL,500019,WA,0.9931,17.7,17.9
4719,PROVIDENCE CENTRALIA HOSPITAL,500019,WA,1.0874,21.0,19.3
4721,TIDELANDS HEALTH,420020,SC,0.9317,15.7,16.9
4722,ANMED HEALTH,420027,SC,0.9877,19.9,20.2
4723,UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,0.9317,17.9,19.2
4724,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0.9635,15.1,15.6
4725,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0.9017,19.4,21.6
4726,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,0.9973,13.8,13.8
4727,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,1.5814,7.3,4.6
4728,BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,0.8476,13.1,15.4
4729,CITIZENS MEDICAL CENTER,450023,TX,0.8244,3.7,4.5
4730,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,1.0698,19.2,18.0
4731,HIGHLAND HOSPITAL,330164,NY,0.9021,19.0,21.0
4733,MILLCREEK COMMUNITY HOSPITAL,390198,PA,1.0254,18.8,18.3
4734,SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,0.9833,15.5,15.8
4735,METROPOLITAN HOSPITAL CENTER,330199,NY,1.0678,20.2,18.9
4737,EVERGREEN HEALTH MONROE,500084,WA,1.0199,16.8,16.4
4738,VALLEY MEDICAL CENTER,500088,WA,0.9942,13.1,13.2
4739,ST JOSEPH MEDICAL CENTER,500108,WA,1.0015,15.9,15.9
4740,ST JOSEPH MEDICAL CENTER,500108,WA,0.9472,12.5,13.2
4741,ST JOSEPH MEDICAL CENTER,500108,WA,0.9282,16.6,17.9
4743,MULTICARE VALLEY HOSPITAL,500119,WA,0.9643,17.5,18.2
4745,ST FRANCIS COMMUNITY HOSPITAL,500141,WA,0.9116,18.3,20.0
4746,NORTH CENTRAL SURGICAL CENTER LLP,670049,TX,0.8493,3.0,3.5
4749,SETON MEDICAL CENTER HAYS,670056,TX,1.0761,15.5,14.4
4754,CHI HEALTH NEBRASKA HEART,280128,NE,0.8611,12.3,14.3
4755,CHI HEALTH NEBRASKA HEART,280128,NE,0.7879,11.1,14.0
4756,CHI HEALTH NEBRASKA HEART,280128,NE,0.8491,18.1,21.3
4758,CHI HEALTH LAKESIDE,280130,NE,1.02,15.3,15.0
4760,BELLEVUE MEDICAL CENTER,280132,NE,1.0608,5.1,4.8
4761,SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,1.2448,19.9,16.0
4762,NORTH VISTA HOSPITAL,290005,NV,1.0824,24.2,22.4
4765,SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,1.0283,21.7,21.1
4767,LAREDO MEDICAL CENTER,450029,TX,0.8893,17.4,19.6
4768,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,1.0407,20.6,19.8
4769,ST JOSEPH MEDICAL CENTER,450035,TX,0.9703,21.5,22.2
4770,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,450037,TX,0.9576,13.1,13.6
4771,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,450037,TX,1.0672,23.0,21.6
4772,SEVIER VALLEY HOSPITAL,460026,UT,1.0378,4.0,3.9
4773,ASHLEY REGIONAL MEDICAL CENTER,460030,UT,0.9565,16.9,17.7
4776,LAKEVIEW HOSPITAL,460042,UT,0.9433,17.5,18.5
4778,ST ANTHONY HOSPITAL,500151,WA,0.8645,14.1,16.3
4779,WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,0.9842,19.3,19.6
4780,GREENBRIER VALLEY MEDICAL CENTER,510002,WV,1.1372,26.1,23.0
4781,ST MARY'S MEDICAL CENTER,510007,WV,1.0084,20.3,20.1
4782,UF HEALTH SHANDS HOSPITAL,100113,FL,1.103,19.9,18.1
4783,BAPTIST MEDICAL CENTER - BEACHES,100117,FL,1.1157,5.2,4.7
4784,FLORIDA HOSPITAL FLAGLER,100118,FL,0.9577,4.3,4.5
4785,NORTH OKALOOSA MEDICAL CENTER,100122,FL,0.9358,16.5,17.7
4786,WEST FLORIDA HOSPITAL,100231,FL,1.1475,5.8,5.1
4787,MAYO CLINIC,100151,FL,1.0598,18.5,17.4
4788,BAYFRONT HEALTH PORT CHARLOTTE,100077,FL,1.1956,21.5,18.0
4789,JFK MEDICAL CENTER,100080,FL,1.0849,18.2,16.8
4790,BROWARD HEALTH NORTH,100086,FL,0.8659,4.3,5.0
4791,ORLANDO HEALTH,100006,FL,0.9094,12.7,14.0
4792,PRINCETON COMMUNITY HOSPITAL,510046,WV,1.0579,23.1,21.9
4793,FAIRMONT REGIONAL MEDICAL CENTER,510047,WV,1.1675,24.2,20.7
4794,CAMDEN CLARK MEDICAL CENTER,510058,WV,0.9313,12.6,13.5
4795,ST NICHOLAS HOSPITAL,520044,WI,0.964,15.1,15.7
4796,BELLIN MEMORIAL HOSPITAL,520049,WI,0.9496,15.6,16.5
4797,RUTLAND REGIONAL MEDICAL CENTER,470005,VT,1.0339,19.4,18.8
4799,BRATTLEBORO MEMORIAL HOSPITAL,470011,VT,0.7832,3.2,4.1
4801,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,290012,NV,1.0364,18.2,17.5
4802,SSM HEALTH ST CLARE HOSPITAL - FENTON,260081,MO,0.9286,15.3,16.5
4803,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,0.9884,13.5,13.7
4804,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,1.0307,16.9,16.4
4806,CENTERPOINT MEDICAL CENTER,260095,MO,1.0437,22.9,21.9
4807,NORTH KANSAS CITY HOSPITAL,260096,MO,0.9625,11.6,12.1
4808,NORTH KANSAS CITY HOSPITAL,260096,MO,0.9715,20.3,20.9
4809,WESTERN MISSOURI MEDICAL CENTER,260097,MO,0.9714,14.7,15.2
4811,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,1.0136,23.3,23.0
4812,MISSOURI BAPTIST MEDICAL CENTER,260108,MO,0.9813,19.9,20.3
4813,MISSOURI DELTA MEDICAL CENTER,260113,MO,0.9942,21.6,21.7
4814,FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,1.0144,23.4,23.1
4815,FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,0.6751,3.3,4.9
4817,JORDAN VALLEY MEDICAL CENTER,460051,UT,0.9306,12.2,13.1
4819,RIVERTON HOSPITAL,460058,UT,0.992,16.6,16.7
4820,RIVERTON HOSPITAL,460058,UT,0.9433,13.7,14.5
4821,CENTRAL VERMONT MEDICAL CENTER,470001,VT,0.8648,18.1,21.0
4822,CENTRAL VERMONT MEDICAL CENTER,470001,VT,0.8741,13.5,15.5
4823,MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,0.974,14.5,14.9
4827,NORTHEASTERN HEALTH SYSTEM,370089,OK,1.0305,13.9,13.5
4829,BURKE MEDICAL CENTER,110113,GA,1.0853,16.5,15.2
4832,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,OH,0.9508,17.9,18.8
4835,SENTARA RMH MEDICAL CENTER,490004,VA,1.1058,14.3,12.9
4836,SENTARA RMH MEDICAL CENTER,490004,VA,1.0475,17.7,16.9
4837,WINCHESTER MEDICAL CENTER,490005,VA,1.0388,16.7,16.0
4839,UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,VA,1.0767,16.5,15.4
4840,UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,VA,1.013,21.4,21.2
4841,BON SECOURS DEPAUL MEDICAL CENTER,490011,VA,1.122,5.4,4.9
4842,AUGUSTA HEALTH,490018,VA,0.8964,16.5,18.4
4843,ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,0.9618,13.1,13.7
4844,ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,1.0999,18.9,17.2
4845,UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,1.1674,5.6,4.8
4848,BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,1.0463,17.0,16.2
4849,PARKLAND HEALTH CENTER,260163,MO,1.0036,19.7,19.6
4850,PARKLAND HEALTH CENTER,260163,MO,0.9477,21.4,22.6
4851,GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,0.8799,14.1,16.1
4852,DES PERES HOSPITAL,260176,MO,1.1284,18.6,16.5
4853,DES PERES HOSPITAL,260176,MO,1.0755,4.7,4.4
4854,DES PERES HOSPITAL,260176,MO,1.0689,17.4,16.3
4855,LIBERTY HOSPITAL,260177,MO,1.0479,16.7,16.0
4856,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,1.0723,18.2,17.0
4857,LEE'S SUMMIT MEDICAL CENTER,260190,MO,1.0375,15.2,14.7
4858,BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,1.1839,24.1,20.3
4859,O U MEDICAL CENTER,370093,OK,1.1003,20.4,18.5
4860,O U MEDICAL CENTER,370093,OK,1.2433,5.7,4.6
4864,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,0.9763,21.5,22.1
4866,COLLETON MEDICAL CENTER,420030,SC,1.0462,25.1,24.0
4867,COLLETON MEDICAL CENTER,420030,SC,0.9862,17.6,17.9
4870,PLEASANT VALLEY HOSPITAL,510012,WV,0.957,17.8,18.6
4871,PLEASANT VALLEY HOSPITAL,510012,WV,0.971,15.5,16.0
4872,WEIRTON MEDICAL CENTER,510023,WV,0.9953,16.8,16.9
4874,MONONGALIA COUNTY GENERAL HOSPITAL,510024,WV,1.0034,14.8,14.7
4875,THOMAS MEMORIAL HOSPITAL,510029,WV,1.0373,17.6,16.9
4876,ST FRANCIS HOSPITAL,510031,WV,0.8217,3.5,4.3
4878,OHIO VALLEY MEDICAL CENTER,510039,WV,0.9947,17.0,17.1
4879,OHIO VALLEY MEDICAL CENTER,510039,WV,1.0228,16.6,16.2
4880,LOGAN REGIONAL MEDICAL CENTER,510048,WV,1.052,20.2,19.2
4881,CABELL HUNTINGTON HOSPITAL INC,510055,WV,0.9753,21.1,21.6
4882,CABELL HUNTINGTON HOSPITAL INC,510055,WV,1.0567,18.7,17.7
4883,ST LUKE'S HOSPITAL AT THE VINTAGE,670075,TX,0.943,15.2,16.1
4889,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,670088,TX,0.9732,11.9,12.2
4890,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,670088,TX,0.9585,21.1,22.0
4891,WALNUT HILL MEDICAL CENTER,670092,TX,0.9719,18.5,19.0
4892,WALNUT HILL MEDICAL CENTER,670092,TX,1.0113,20.9,20.6
4895,ST MARY'S MEDICAL CENTER,260193,MO,1.1176,19.9,17.8
4896,CITIZENS MEMORIAL HOSPITAL,260195,MO,0.8083,3.4,4.2
4897,DEBORAH HEART AND LUNG CENTER,310031,NJ,1.1151,16.1,14.4
4898,DEBORAH HEART AND LUNG CENTER,310031,NJ,0.9926,22.0,22.1
4901,RIVERVIEW MEDICAL CENTER,310034,NJ,0.9317,20.2,21.7
4902,RIVERVIEW MEDICAL CENTER,310034,NJ,0.8837,4.1,4.6
4903,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,1.0416,18.9,18.2
4904,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,1.0554,19.8,18.8
4905,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,1.0325,17.3,16.7
4906,COMMUNITY MEDICAL CENTER,310041,NJ,1.0518,22.0,20.9
4907,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,1.1322,18.2,16.1
4908,SHORE MEDICAL CENTER,310047,NJ,1.0395,22.4,21.6
4909,SHORE MEDICAL CENTER,310047,NJ,0.8924,17.1,19.1
4910,SHORE MEDICAL CENTER,310047,NJ,1.1409,5.2,4.5
4912,NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,0.9621,4.1,4.2
4913,NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,1.0565,17.7,16.7
4914,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,420065,SC,0.8933,18.6,20.8
4915,PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,1.092,21.6,19.8
4916,JPS HEALTH NETWORK,450039,TX,1.0112,17.1,16.9
4917,UT SOUTHWESTERN UNIVERSITY HOSPITAL,450044,TX,0.9199,4.5,4.9
4918,TRINITY HOSPITAL OF AUGUSTA,110039,GA,1.0136,4.6,4.5
4919,HABERSHAM COUNTY MEDICAL CTR,110041,GA,1.1695,18.3,15.6
4920,ST JOSEPH'S HOSPITAL - SAVANNAH,110043,GA,1.0547,17.6,16.7
4921,ST LUCIE MEDICAL CENTER,100260,FL,1.4866,6.7,4.5
4922,"VILLAGES REGIONAL HOSPITAL, THE",100290,FL,1.0151,18.4,18.1
