,state,cms_number,name,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
1011,CA,59397,GUARDIAN ANGEL HOME CARE INC,True,True,True,True,True,True,2.5,85.4,90.5,99.2,98.2,69.3,79.4,98.5,67.8,68.8,62.3,71.2,85.8,53.3,18.9,17.5,2,2
1012,CA,59398,VITAL CARE HEALTH SYSTEMS,True,True,True,True,True,True,3.0,82.8,96.6,100.0,98.7,85.1,86.9,97.8,65.3,63.3,74.3,79.9,84.2,53.9,17.1,9.4,2,2
1013,CA,59399,"SIGNATURE HOME HEALTH CARE, INC",True,True,True,True,True,True,4.5,100.0,100.0,100.0,100.0,81.8,89.5,97.6,80.4,74.3,83.6,100.0,79.1,66.7,13.0,6.9,0,0
1014,CA,59400,"HOME HEALTH 2U, INC",True,True,True,True,True,True,3.5,94.6,98.0,100.0,100.0,86.4,89.2,94.4,81.3,43.8,56.2,90.3,66.8,35.8,12.2,7.9,0,0
1015,CA,59401,"CAREONE HOME HEALTH AND HOSPICE, INC",True,True,True,True,True,True,4.0,94.6,99.9,99.8,95.6,97.0,87.4,100.0,73.6,72.9,74.7,68.5,84.8,60.7,18.6,15.1,2,1
1016,CA,59402,"A1 UNLIMITED HOME HEALTH CARE, INC",True,True,True,True,True,True,3.5,98.2,99.6,100.0,100.0,4.2,6.9,99.0,72.4,61.4,74.4,92.8,2.4,37.9,11.0,10.0,2,2
1017,CA,59404,"GENTLE TOUCH HOME HEALTH CARE, INC.",True,True,True,True,True,True,3.0,96.1,99.6,100.0,99.6,18.8,4.2,99.3,74.9,41.5,62.2,97.9,18.4,14.5,11.4,7.6,0,0
1018,CA,59443,"CORE HOME HEALTH AGENCY, INC",True,True,True,True,True,True,4.0,97.4,99.1,99.1,100.0,37.5,27.3,100.0,80.7,61.9,83.1,100.0,93.9,75.0,12.1,6.2,2,2
1019,CA,59406,"WE CARE HOME HEALTH, INC",True,True,True,True,True,True,1.5,82.5,99.2,100.0,100.0,34.8,63.9,98.0,51.0,40.1,61.4,67.0,28.5,24.1,21.3,10.0,2,2
1020,CA,59407,AMAX HOME HEALTH INC,True,True,True,True,True,True,3.0,95.7,92.3,100.0,100.0,100.0,94.6,93.1,66.8,63.0,60.2,82.3,72.3,39.1,14.1,6.9,0,0
1021,CA,59408,"BLUE RIBBON HOME HEALTH, INC",True,True,True,True,True,True,3.0,99.4,98.6,99.7,98.9,50.0,52.8,100.0,68.1,47.6,62.3,89.0,26.6,28.2,9.0,9.7,0,0
1022,CA,59409,"HOME HEALTH PLUS SERVICES, INC",True,True,True,True,True,True,3.5,90.9,99.6,100.0,99.8,95.4,99.1,100.0,60.0,41.9,75.9,91.8,89.4,76.3,13.4,7.9,2,3
1023,CA,59411,"VALLEY CARE HOME HEALTH, INC.",True,True,True,True,True,True,5.0,98.8,99.4,100.0,100.0,87.3,2.3,100.0,83.8,99.6,80.3,100.0,90.1,25.5,14.0,8.7,0,0
1024,CA,59413,"WE CARE HOME CARE AND HOSPICE, INC.",True,True,True,True,True,True,4.5,98.1,98.2,99.5,100.0,96.7,92.6,100.0,86.0,78.5,83.3,80.3,74.2,67.1,13.9,16.0,2,1
1025,CA,59414,ADVANCED HOME HEALTH SAN DIEGO INC,True,True,True,True,True,True,3.5,98.7,98.2,100.0,98.2,68.6,74.9,97.1,74.4,68.2,82.6,67.4,83.0,68.1,20.0,4.2,2,2
1026,CA,59415,"DIRECT PROVIDER OF HEALTHCARE SERVICES, INC",True,True,True,True,True,True,4.0,94.7,96.0,99.6,99.7,86.2,70.2,100.0,66.8,77.1,70.1,89.4,100.0,46.8,15.6,15.0,2,2
1027,CA,59416,"ADVANCED HOME CARE SERVICES, INC",True,True,True,True,True,True,3.0,95.1,98.1,100.0,98.8,88.1,68.6,100.0,63.9,51.2,73.7,66.6,58.4,43.9,11.6,9.3,2,2
1028,CA,59417,ARISE HOME CARE CORP,True,True,True,True,True,True,3.5,80.6,97.2,98.4,98.6,30.4,18.1,100.0,81.1,42.5,77.0,98.9,93.9,73.2,10.0,6.2,0,0
1029,CA,59418,HEALTHWISE HOME HEALTH CARE INC,True,True,True,True,True,True,3.0,91.3,97.1,100.0,99.8,74.3,88.7,99.6,68.3,70.8,72.0,75.9,67.3,26.1,17.6,11.8,2,2
1030,CA,59420,ALL AMERICANS CHOICE HOME HEALTH INC,True,False,True,True,True,True,5.0,96.9,100.0,100.0,100.0,98.6,99.6,100.0,66.1,100.0,87.2,100.0,86.5,53.7,11.4,8.2,0,0
1031,CA,59422,"CALCARE HOME HEALTH CARE & HOSPICE, INC.",True,True,True,True,True,True,2.5,90.2,88.6,97.3,69.6,57.0,63.9,92.9,67.2,59.9,61.5,78.0,81.8,53.1,16.6,13.5,2,2
1032,CA,59423,CALIFORNIA NURSING CARE SERVICES INC,True,True,True,True,True,True,3.0,89.5,96.0,100.0,94.7,45.2,90.5,93.8,49.5,59.7,75.7,88.5,65.2,39.5,13.3,23.7,0,0
1033,CA,59426,THERAPEUTIC HOME HEALTHCARE,True,True,True,True,True,True,4.5,100.0,100.0,100.0,99.7,94.8,97.9,100.0,77.2,72.7,78.2,85.2,78.3,70.7,19.9,11.2,2,2
1034,CA,59429,"FIRST RESPONSE HOME CARE, INC",True,True,True,True,True,True,3.5,99.0,99.0,100.0,99.4,55.1,24.6,100.0,80.3,56.5,64.5,99.8,55.5,31.8,12.4,8.0,2,2
1035,CA,59430,"SANTA HOME HEALTH CARE, INC.",True,True,True,True,True,True,5.0,99.6,100.0,100.0,100.0,100.0,99.2,99.4,91.4,86.9,98.1,100.0,91.3,86.3,16.9,8.0,2,2
1036,CA,59431,SHERMAN HOME HEALTH CARE LLC,True,True,True,True,True,True,3.0,78.1,98.4,100.0,100.0,9.1,40.7,12.5,69.8,42.8,61.8,97.6,98.0,16.6,10.7,7.8,2,2
1037,CA,59432,"ARGUS HOME HEALTH, INC",True,True,True,True,True,True,4.5,98.7,99.6,100.0,100.0,83.7,52.3,100.0,100.0,65.8,80.1,100.0,73.6,62.1,12.6,4.1,0,0
1038,CA,59433,"PRECISE HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.0,97.7,100.0,100.0,100.0,36.3,20.4,100.0,87.0,51.2,80.5,94.1,53.2,51.3,10.4,7.5,2,2
1039,CA,59434,"AMAX CARE SERVICES, INC",True,True,True,True,True,True,4.5,96.5,99.0,98.8,99.5,77.8,88.5,93.5,84.8,87.1,87.4,85.5,84.0,77.2,18.3,11.5,2,2
1040,CA,59435,"TRI-VALLEY HOME HEALTH CARE, INC",True,True,True,True,True,True,2.5,89.8,98.7,97.8,94.9,94.3,91.6,98.6,57.3,51.0,52.3,71.4,69.8,48.1,29.0,17.1,1,1
1041,CA,59438,"I&V HOME HEALTH, INC.",True,True,True,True,True,True,4.0,98.5,100.0,97.3,99.6,46.1,0.8,100.0,75.7,35.1,51.5,100.0,92.3,0.0,12.0,9.0,0,0
1042,CA,59439,"DEVOTED NURSES HOME HEALTH CARE,  INC",True,True,True,True,True,True,4.0,100.0,100.0,100.0,100.0,68.7,54.6,100.0,69.2,94.3,75.7,93.4,72.0,74.5,15.5,4.7,0,0
1043,CA,59440,"GENTLE TOUCH HEALTH SERVICES, INC",True,True,True,True,True,True,4.0,99.5,100.0,100.0,100.0,33.2,24.1,100.0,100.0,39.6,77.6,64.4,94.2,50.8,10.1,6.2,0,0
1044,CA,59442,GOLDEN STATE HOME HEALTH CARE,True,True,True,True,True,True,2.5,92.7,98.8,100.0,95.9,81.2,72.0,99.3,60.8,59.9,65.2,57.1,45.9,38.0,14.0,16.1,2,1
1045,CA,59445,"EGEIA HOME HEALTH, INC.",True,True,True,True,True,True,3.5,99.0,99.0,100.0,100.0,63.4,34.1,100.0,85.3,59.8,69.5,100.0,54.1,59.8,8.3,6.9,0,0
1046,CA,59446,"PRIORITY HEALTH GROUP, INC.",True,True,True,True,True,True,4.0,96.9,98.4,100.0,100.0,59.2,98.0,99.2,62.5,98.5,89.2,98.3,46.4,84.0,8.3,8.9,0,0
1047,CA,59447,ABSOLUTE HOME HEALTH INC,True,True,True,False,True,False,2.0,90.1,98.6,99.5,100.0,55.8,53.7,97.8,54.2,56.5,45.0,64.3,58.0,42.8,11.5,8.4,2,2
1048,CA,59448,"AFFINITY HEALTH CARE PROVIDERS, INC",True,True,True,True,True,True,2.5,90.0,94.8,96.7,100.0,65.6,24.7,96.3,54.0,47.6,47.7,85.5,66.9,39.3,14.9,8.7,0,0
1049,CA,59449,"TOP LINE HOME HEALTHCARE, INC",True,True,True,True,True,True,4.5,94.8,99.2,100.0,100.0,2.0,3.7,100.0,100.0,85.0,86.6,100.0,96.8,51.9,8.8,10.2,2,2
1050,CA,59450,NEIGHBOR CARE HOME HEALTH,True,True,True,True,True,True,3.5,96.8,99.2,99.8,98.6,82.6,93.6,98.8,72.5,64.1,69.1,85.2,68.8,54.1,15.5,10.3,2,2
1051,CA,59452,ALPHA HOME HEALTH,True,True,True,True,True,True,4.5,92.6,98.6,100.0,97.3,47.8,34.5,100.0,88.3,90.8,84.9,100.0,89.5,76.9,15.1,12.3,0,0
1052,CA,59454,"NEXUS HOME HEALTH, INC",True,True,True,True,True,True,4.0,95.5,94.9,100.0,96.5,88.2,93.2,82.7,83.2,59.3,82.1,87.6,90.0,68.5,16.9,12.1,2,2
1053,CA,59455,KENO HOME HEALTH AGENCY LLC,True,True,True,True,True,False,2.5,87.3,91.8,95.1,96.9,43.9,79.0,100.0,70.1,63.6,67.9,84.9,80.3,64.1,22.2,8.8,2,2
1054,CA,59456,HEAVENLY HOME HEALTH  INC,True,True,True,True,True,True,3.0,95.8,96.8,100.0,100.0,47.7,53.8,100.0,74.6,64.2,71.0,85.1,66.8,45.6,17.0,8.5,2,2
1055,CA,59458,"SUNRISE HOME HEALTH CARE PROVIDER, INC",True,True,True,True,True,True,3.0,95.4,98.7,98.7,99.2,73.0,79.2,100.0,45.0,37.6,39.7,89.1,79.3,25.4,13.9,9.4,2,2
1056,CA,59459,"PLEASANT HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.0,100.0,99.2,100.0,100.0,36.1,44.1,100.0,83.1,36.4,77.2,100.0,79.2,92.4,9.6,9.2,0,0
1057,CA,59460,"RIGHT CHOICE HOME HEALTH, INC.",True,True,True,True,True,True,4.5,97.0,100.0,99.6,99.2,71.7,52.8,99.1,100.0,57.3,92.7,100.0,88.8,78.2,14.6,5.3,2,2
1058,CA,59462,"FARALLON HOME HEALTH CARE, LLC",True,True,True,True,True,True,5.0,96.8,100.0,100.0,99.8,97.3,99.6,100.0,81.0,71.8,87.1,94.2,99.5,89.3,17.2,13.0,2,1
1059,CA,59463,"SWEET ANGELS HOME HEALTH PROVIDER, INC",True,True,True,True,True,True,3.0,76.4,100.0,100.0,96.6,75.2,69.4,97.8,42.4,64.4,65.8,76.1,67.8,49.8,14.9,12.5,0,0
1060,CA,59464,LORIAN HEALTH,True,True,True,True,True,True,3.5,91.8,95.7,98.6,96.1,61.1,71.3,97.6,70.6,65.9,78.0,75.4,83.9,54.0,12.1,14.4,2,1
1061,CA,59465,"TOTAL CARE HOME HEALTH CARE, INC",True,True,True,True,True,True,2.5,91.2,97.5,99.6,99.2,70.0,34.1,98.3,60.9,51.0,60.5,73.3,51.1,48.6,11.4,7.6,2,2
1062,CA,59466,SAN LORENZO HOME HEALTH,True,True,True,True,True,True,3.0,93.7,95.9,100.0,95.8,64.1,72.2,99.2,64.1,71.7,77.7,77.1,77.7,51.7,13.1,14.5,2,1
1063,CA,59467,"STEWARD HOME HEALTH AGENCY, INC.",True,True,True,True,True,True,4.0,98.0,100.0,100.0,100.0,65.5,96.6,100.0,79.6,58.9,84.9,98.5,91.3,59.2,20.9,11.0,2,2
1064,CA,59468,"VIGILANS HOME HEALTH SERVICES, INC",True,True,True,True,True,True,3.5,91.4,97.1,100.0,95.2,68.8,72.1,98.1,69.6,66.2,64.9,89.8,91.4,56.7,17.5,11.1,0,0
1065,CA,59469,APPLE HEALTHCARE INC,True,True,True,True,True,True,3.0,66.2,99.3,100.0,99.3,90.5,86.7,90.4,72.4,64.4,68.2,59.6,66.5,52.0,20.8,8.8,2,2
1066,CA,59470,"NOVA CARE HOME HEALTH SERVICES, INC",True,True,True,True,True,True,4.0,98.3,99.7,100.0,100.0,93.5,96.9,100.0,73.1,72.3,79.8,83.8,83.7,62.8,21.6,10.7,2,1
1067,CA,59471,BLOSSOM RIDGE HOME HEALTH AGENCY,True,True,True,True,True,True,3.5,95.7,97.9,99.7,99.6,90.2,94.4,99.1,72.0,69.4,73.2,71.1,82.9,60.6,15.1,12.5,2,2
1068,CA,59474,"HEALTHY LIVING AT HOME-SAN DIEGO, LLC",True,True,True,True,True,True,3.0,96.2,99.4,99.9,98.9,92.9,92.4,99.5,67.1,61.8,68.0,64.4,67.1,53.4,15.0,14.6,1,1
1069,CA,59475,"ST. PATRICK HOME HEALTH PROVIDERS, INC",True,True,True,True,True,True,3.5,96.0,98.3,100.0,99.3,91.8,100.0,98.4,72.2,65.0,73.4,85.2,73.2,67.9,18.4,10.6,2,2
1070,CA,59476,ADVANTAGE HEALTH SYSTEMS,True,True,True,True,True,True,3.0,72.6,100.0,99.2,98.2,80.9,81.9,100.0,61.5,60.0,70.8,70.2,82.0,46.3,14.6,11.2,2,2
1071,CA,59477,CROWN HOME HEALTH CORPORATION,True,True,True,True,True,True,4.0,88.8,98.1,100.0,100.0,21.6,8.4,100.0,92.2,97.1,92.4,85.5,81.1,86.1,11.4,10.4,0,0
1072,CA,59478,ALL IN ONE HOME HEALTH AGENCY INC,True,True,True,True,True,True,3.5,94.3,98.8,90.9,97.6,67.3,79.1,95.1,73.7,71.7,77.1,86.3,100.0,50.7,18.6,7.6,2,1
1073,CA,59480,HEALTHPEAK HOME HEALTH INC,True,True,True,True,True,True,4.0,100.0,99.7,100.0,100.0,89.2,99.7,100.0,64.6,62.5,81.9,86.2,78.8,43.5,15.5,19.1,2,1
1074,CA,59481,"GOLDEN STATE HOME HEALTH, LLC",True,True,True,True,True,True,3.5,91.1,98.8,100.0,100.0,98.9,98.0,100.0,65.5,64.8,71.3,80.0,84.9,46.1,25.9,10.1,1,2
1075,CA,59482,ONORIA HEALTH CARE PROVIDER INC HOME HEALTH AND HO,True,True,True,True,True,True,3.5,93.9,95.1,99.3,99.6,80.3,86.9,99.1,73.2,64.4,84.4,82.7,79.8,62.3,13.4,11.7,2,2
1076,CA,59483,SACRED HEART HEALTH CARE PROVIDERS INC,True,True,True,True,True,True,4.0,92.2,100.0,100.0,99.6,88.3,81.4,100.0,64.8,89.5,67.5,71.8,73.2,58.7,10.5,13.7,2,2
1077,CA,59485,"PROMED CARE HOME HEALTH, INC.",True,True,True,True,True,True,2.0,94.8,99.3,100.0,100.0,15.8,79.1,100.0,52.3,36.7,48.0,30.6,44.1,55.8,10.9,9.3,0,0
1078,CA,59486,"POMONA VALLEY HOME CARE, INC",True,True,True,True,True,True,2.5,87.1,98.4,99.5,100.0,55.1,49.6,100.0,63.5,69.8,61.3,62.9,61.2,45.6,14.7,15.6,1,2
1079,CA,59488,"MID VALLEY HOME HEALTH CARE, INC.",True,True,True,False,True,True,3.5,86.8,100.0,100.0,100.0,98.5,96.6,100.0,76.0,49.8,88.4,97.4,60.5,52.5,16.9,1.7,2,2
1080,CA,59489,"ECLIPSE HOME HEALTH CARE, INC",True,True,True,True,True,True,3.5,93.7,99.5,100.0,99.1,52.7,5.8,100.0,95.9,67.9,79.1,100.0,63.6,43.7,12.9,7.5,0,0
1081,CA,59490,NEW LIFE HOME HEALTH SERVICES,True,True,True,True,True,True,3.5,96.1,100.0,98.5,75.6,70.7,85.7,97.1,68.7,81.2,66.1,68.7,71.8,56.1,5.9,12.3,2,2
1082,CA,59492,"MEDICS CHOICE HOME HEALTH, INC.",True,True,True,True,True,True,4.0,97.7,100.0,99.8,100.0,98.9,99.2,100.0,75.4,63.9,67.1,78.8,80.3,50.3,15.4,12.0,2,2
1083,CA,59493,"EMERALD TRIUNE HOME HEALTH SERVICES, INC",True,True,True,True,True,True,3.0,92.4,96.5,99.7,98.5,85.2,81.8,98.1,61.6,61.2,71.3,79.0,75.5,58.5,17.5,11.3,2,2
1084,CA,59494,"ADVANCE SPECIALTY CARE, LLC",True,True,True,True,True,True,3.0,93.5,89.7,99.0,94.4,73.7,83.2,94.9,58.5,86.2,63.7,86.5,86.2,69.4,21.7,2.6,0,0
1085,CA,59496,"CAREONE HOME HEALTH - BAY AREA, INC",True,True,True,True,True,True,4.0,98.1,100.0,100.0,95.0,98.2,80.8,100.0,63.1,59.6,72.1,78.5,72.1,72.1,7.8,10.6,2,2
1086,CA,59497,"CRYSTALCARE HOME HEALTH, INC",True,True,True,True,True,True,4.5,98.3,100.0,100.0,100.0,50.0,52.7,100.0,91.8,36.4,88.2,100.0,93.5,98.4,8.2,8.8,0,0
1087,CA,59498,"PIONEER HOME HEALTH SERVICES, INC",True,True,True,True,True,True,3.0,97.8,97.8,100.0,100.0,84.0,62.0,100.0,56.2,37.0,44.1,100.0,76.5,80.2,11.6,4.9,0,0
1088,CA,59499,"DIAMOND HOME HEALTH SERVICES, INC",True,True,True,True,True,True,4.0,73.2,100.0,100.0,100.0,94.9,98.7,100.0,94.8,62.8,96.1,97.9,50.0,88.9,20.5,6.0,1,2
1089,CA,59501,"CALICARE HOME HEALTH SERVICES, INC",True,True,True,True,True,True,3.5,97.6,98.9,98.6,100.0,59.1,62.4,100.0,95.9,60.9,73.2,90.4,66.9,63.2,11.1,8.1,2,2
1090,CA,59503,ELITE HOME CARE,True,True,True,True,True,True,3.0,99.1,93.0,100.0,96.2,45.9,19.7,97.7,61.2,61.6,81.3,75.1,67.8,45.0,14.5,5.3,2,2
1091,CA,59504,"AID HOME HEALTH CARE, INC",True,True,True,True,True,True,2.5,93.4,97.3,99.4,100.0,51.2,44.5,100.0,66.4,61.4,31.4,67.5,55.0,11.2,9.3,9.0,2,2
1092,CA,59505,"NOBLE HOME HEALTH, INC",True,True,True,True,True,True,5.0,99.1,99.8,99.8,100.0,99.4,58.0,100.0,91.1,39.1,85.7,100.0,99.7,70.5,10.8,10.7,2,2
1093,CA,59506,PREMIER HOME HEALTH CARE & HOSPICE INC,True,True,True,True,True,True,3.5,99.8,98.1,100.0,98.4,80.1,84.1,100.0,65.5,65.5,72.5,65.1,73.6,51.0,12.6,14.7,1,2
1094,CA,59507,"BAYHEALTH, INC",True,True,True,True,True,True,3.0,88.5,98.5,100.0,99.3,85.4,86.2,97.5,60.3,65.4,60.2,72.9,75.1,48.8,15.6,11.8,2,2
1095,CA,59508,QUALITY CLINICIANS CARE HOME HEALTH SERVICES LLC,True,True,True,True,True,True,2.5,93.7,90.7,100.0,97.4,66.0,71.2,96.3,59.6,65.2,68.0,65.6,70.7,56.3,13.6,13.3,1,2
1096,CA,59609,"ALARS HOME HEALTH, LLC",True,True,True,True,True,True,2.5,97.9,99.4,100.0,100.0,75.8,86.4,98.2,55.0,52.2,60.5,68.5,48.8,44.7,17.3,13.8,2,2
1097,CA,59510,AMERICAN HOSPICE AND HOME HEALTH CARE SERVICES INC,True,True,True,True,True,True,3.5,96.9,100.0,99.5,100.0,93.3,95.6,100.0,64.9,60.0,64.6,69.9,69.8,55.5,12.3,13.0,2,2
1098,CA,59511,ADVANTAGE HEALTH SYSTEMS,True,True,True,True,True,True,3.0,88.5,98.3,99.6,99.7,86.2,80.3,99.2,60.9,55.2,63.8,78.4,70.1,51.0,13.7,9.3,2,2
1099,CA,59514,CALIFORNIA HOME HEALTH,True,True,True,True,True,True,4.0,94.4,98.7,100.0,99.1,11.6,25.5,100.0,99.7,74.0,86.5,100.0,74.8,53.2,10.9,3.9,0,0
1100,CA,59515,"WEST COAST HOME HEALTH MANAGEMENT, INC",True,True,True,True,True,True,4.5,99.5,99.5,99.8,100.0,20.6,54.1,100.0,100.0,84.9,83.7,100.0,84.1,76.7,11.3,6.1,0,0
1101,CA,59516,"HEALTHY LIVING AT HOME- FRESNO, LLC",True,True,True,True,True,True,3.5,94.0,99.7,100.0,97.4,93.1,94.4,99.7,71.4,63.8,68.6,66.1,71.0,58.7,17.2,14.3,2,1
1102,CA,59517,HARMONY HOME HEALTH,True,True,True,True,True,True,2.5,82.4,97.8,99.3,99.4,83.1,85.6,98.0,63.9,67.8,62.5,66.7,68.2,55.1,14.5,12.7,2,1
1103,CA,59563,"A-QUEST HEALTH CARE, INC",True,True,True,True,True,True,4.0,97.6,95.3,99.1,99.6,81.6,95.7,100.0,71.3,61.1,78.3,92.3,81.2,75.3,10.3,16.5,2,2
1104,CA,59520,PEACE HOME HEALTH,True,True,True,True,True,True,4.0,96.2,96.1,100.0,100.0,100.0,98.6,100.0,100.0,49.3,91.0,100.0,99.2,76.5,16.0,10.8,0,0
1105,CA,59522,"UNIVERSAL PREVENTIVE HOME HEALTH CARE, INC",True,True,True,True,True,True,3.0,83.6,100.0,100.0,100.0,38.5,94.1,100.0,90.7,24.2,49.7,100.0,0.0,20.1,8.9,9.8,0,0
1106,CA,59523,CERTIFIED HOME HEALTH CARE INC,True,True,True,True,True,True,4.0,97.2,98.1,100.0,99.1,48.4,38.1,100.0,81.8,78.6,82.4,100.0,69.7,47.6,10.2,4.8,0,0
1107,CA,59524,"GUARDIAN HOME HEALTH CARE & HOSPICE, INC",True,True,True,True,True,True,3.5,94.4,99.6,100.0,100.0,65.1,52.1,99.0,73.3,62.3,87.7,77.6,85.6,91.6,12.7,15.5,2,2
1108,CA,59525,TENDER HOME HEALTH,True,True,True,True,True,True,2.5,89.9,94.3,85.9,81.4,11.9,40.8,72.7,73.7,64.3,71.6,64.0,68.4,72.0,13.2,4.5,2,2
1109,CA,59529,GUARDIAN ANGEL HOME HEALTH INC,True,True,True,True,True,True,3.0,96.9,97.5,100.0,100.0,22.0,10.1,97.9,89.9,35.5,62.3,93.9,54.5,42.8,10.3,6.2,0,0
1110,CA,59530,"AMENITY HEALTH SERVICES, INC",True,True,True,True,True,True,5.0,96.6,100.0,100.0,99.3,64.9,62.7,100.0,100.0,100.0,97.6,100.0,94.3,69.7,11.5,6.2,0,0
1111,CA,59533,"ADULT CARE HOME HEALTH AGENCY, INC.",True,True,True,True,True,True,5.0,98.6,99.5,100.0,100.0,69.1,42.2,100.0,100.0,100.0,92.9,100.0,94.7,67.6,10.3,10.3,2,2
1112,CA,59534,"SOCAL HEALTH SERVICES, INC.",True,True,True,True,True,True,3.5,98.6,100.0,99.8,100.0,13.5,13.2,99.5,82.1,53.6,86.5,88.1,31.4,64.9,13.5,7.1,0,0
1113,CA,59535,"DELTA HOME HEALTH, INC",True,True,True,True,True,True,2.5,86.3,96.3,100.0,100.0,52.3,74.2,95.0,62.9,60.2,68.7,53.1,64.7,57.7,15.7,12.7,2,2
1114,CA,59536,"HEALTHY LIVING AT HOME - EAST BAY, LLC",True,True,True,True,True,True,3.5,91.7,99.4,99.8,99.1,90.3,93.3,99.4,62.5,65.2,68.4,70.5,79.7,57.5,13.8,13.8,2,1
1115,CA,59538,"NOR-CAL PROFESSIONAL HOME HEALTH CARE SERVICES, IN",True,True,True,True,True,True,3.5,99.3,99.8,100.0,97.9,83.5,87.4,100.0,68.0,56.8,74.3,81.5,82.6,50.0,20.2,11.1,2,2
1116,CA,59587,"HOLISTIC CARE AT HOME, INC",True,True,True,True,True,True,4.5,98.0,100.0,99.8,100.0,98.5,98.5,100.0,70.9,76.8,73.6,92.2,99.8,60.6,12.3,15.9,2,1
1117,CA,59541,"EXECUTIVE HOME HEALTH, INC",True,True,True,True,True,False,4.0,96.8,98.1,98.8,95.9,74.2,58.3,100.0,72.1,75.8,75.2,97.6,84.3,72.9,12.3,7.2,2,3
1118,CA,59542,"NUR HOME HEALTH CARE, INC.",True,True,True,True,True,True,2.5,97.8,99.4,100.0,98.9,73.2,66.1,95.0,51.1,52.7,55.4,64.4,38.8,49.4,18.4,5.2,2,2
1119,CA,59544,BRIGHT HORIZON HOME HEALTH,True,True,True,True,True,True,3.5,89.9,99.1,100.0,96.6,73.3,65.0,98.2,78.8,83.5,80.9,70.3,73.4,73.7,13.8,13.7,2,2
1120,CA,59545,"PURPOSE DRIVEN HOME HEALTH, LLC",True,True,True,True,True,True,4.0,97.3,98.9,99.7,98.7,49.4,62.4,100.0,75.4,69.6,79.9,96.6,87.9,55.5,14.0,18.0,2,2
1121,CA,59547,"FOOTHILL HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,97.3,98.7,100.0,100.0,10.3,9.3,100.0,100.0,100.0,92.9,100.0,2.4,0.0,10.9,3.7,0,0
1122,CA,59551,HEALTHFLEX HOME HEALTH SERVICES,True,True,True,True,True,True,4.5,96.6,99.4,99.7,93.2,82.6,96.2,98.3,79.8,82.3,78.0,97.2,80.2,75.6,17.4,12.6,1,2
1123,CA,59554,CARE IN TOUCH HOME HEALTH AGENCY,True,True,True,True,True,True,3.5,93.1,96.8,100.0,100.0,91.3,89.6,100.0,64.5,65.3,67.9,83.7,86.9,59.1,14.4,11.9,2,2
1124,CA,59555,"CITY OF DREAMS HOME HEALTHCARE, INC",True,True,True,True,True,True,5.0,99.8,99.8,100.0,100.0,94.1,85.7,100.0,100.0,100.0,100.0,100.0,96.7,90.0,9.8,8.5,0,0
1125,CA,59559,"CENTRAL CALIFORNIA HOME HEALTH, INC.",True,True,True,True,True,True,3.0,96.8,100.0,100.0,100.0,78.7,80.4,98.5,58.0,48.0,54.9,95.3,39.1,52.5,18.9,9.7,2,2
1126,CA,59561,"PRIMELIVING HOME HEALTH, INC",True,True,True,True,True,True,5.0,99.2,100.0,100.0,100.0,98.6,99.2,100.0,73.6,77.3,81.7,95.6,93.6,80.7,11.2,10.4,2,2
1127,CA,59562,"RAFAELLA HOME HEALTH CARE, INC",True,True,True,True,True,True,4.5,97.7,98.6,99.8,100.0,58.3,15.8,98.8,100.0,97.6,84.3,100.0,83.6,76.4,11.1,6.9,0,0
1128,CA,59567,BLUE DIAMOND HOME HEALTH PROVIDER,True,True,True,True,True,True,1.5,73.2,96.5,99.4,98.3,37.3,12.4,94.1,38.2,16.5,29.3,52.3,54.9,23.9,12.8,16.5,0,0
1129,CA,59568,"ALTERNATIVE HEALTH CARE, LLC",True,True,True,True,True,True,3.5,90.9,98.7,100.0,74.7,83.7,89.5,99.0,69.6,48.7,71.3,97.5,77.4,55.6,17.1,8.4,2,2
1130,CA,59569,"FOUNDING FATHERS HEALTH CARE, INC",True,True,True,True,True,True,4.0,78.8,98.9,100.0,100.0,82.5,97.9,100.0,85.6,78.9,82.1,80.8,82.4,45.2,16.9,8.5,1,2
1131,CA,59570,RODAVI HOME HEALTH CARE INC.,True,True,True,True,True,True,3.0,99.2,98.3,100.0,100.0,48.2,57.1,100.0,73.1,78.3,52.2,85.2,51.4,46.7,16.2,4.7,0,0
1132,CA,59571,A-BIZ HEALTH SYSTEMS,True,True,True,True,True,True,4.5,99.2,100.0,100.0,100.0,88.1,55.4,100.0,92.5,51.1,90.8,94.8,74.6,76.3,22.8,6.6,2,2
1133,CA,59572,"EASY LIFE HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.5,93.0,100.0,99.5,100.0,55.0,30.7,100.0,93.2,77.6,85.5,89.8,85.2,60.6,15.4,7.6,0,0
1134,CA,59573,"KNA HOME HEALTH, INC",True,True,True,True,True,True,3.0,97.6,87.0,98.7,73.8,61.5,13.4,93.0,64.5,63.0,66.2,82.4,59.2,47.5,8.9,3.7,0,0
